titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,1,6,en,US,English,Hide and Seek,The team angers Cobel by forming an alliance.
Severance,95396,tv_episode,1,6,pt,BR,Portuguese,Esconde-esconde,A equipe irrita Cobel ao formar uma aliança.
Severance,95396,tv_episode,1,6,ru,RU,Russian,Прятки,Команда навлекает на себя гнев Кобэл за попытку заключить союз.
Severance,95396,tv_episode,1,6,hu,HU,Hungarian,Bújócska,"A csoport feldühíti Cobelt azzal, hogy összeszövetkeznek."
Severance,95396,tv_episode,1,6,it,IT,Italian,Nascondino,Il team fa andare su tutte le furie Cobel per aver stretto un'alleanza.
Severance,95396,tv_episode,1,6,es,ES,Spanish,Al escondite,El equipo enfurece a Cobel al establecer una alianza.
Severance,95396,tv_episode,1,6,ja,JP,Japanese,かくれんぼ,マクロデータ改良部は、他部署との協力を試みたことでコベルを怒らせてしまう。
Severance,95396,tv_episode,1,6,ko,KR,Korean,숨바꼭질,MDR 팀은 동맹을 형성해 코벨을 화나게 한다.
Severance,95396,tv_episode,1,6,de,DE,German,Versteckspiele,Das Team geht ein Bündnis ein und verärgert damit Cobel.
Severance,95396,tv_episode,1,6,el,GR,Greek,Κρυφτό,Η ομάδα δημιουργεί μια συμμαχία κι εξοργίζει την Κομπέλ.
Severance,95396,tv_episode,1,6,he,IL,Hebrew,מחבואים,הצוות מרגיז את קובל כשהוא כורת ברית.
Severance,95396,tv_episode,1,6,fr,FR,French,Cache-cache,L'équipe met Cobel en colère en formant une alliance.
Severance,95396,tv_episode,1,6,zh,CN,Mandarin,捉迷藏,团队因结盟激怒了科贝尔。
Severance,95396,tv_episode,1,6,sv,SE,Swedish,Hide and Seek,Teamet retar Cobel genom att bilda en allians.
Severance,95396,tv_episode,1,6,es,MX,Spanish,Esconderse y buscar,El equipo enfurece a Cobel al formar una alianza.
Severance,95396,tv_episode,1,6,pl,PL,Polish,Zabawa w chowanego,"Zespół rozwściecza Cobel, zawiązując pewien sojusz."
Severance,95396,tv_episode,1,6,zh,TW,Mandarin,躲貓貓,團隊成員聯手出擊，因此激怒了考貝爾。
Severance,95396,tv_episode,1,6,cs,CZ,Czech,Hra na schovávanou,Tým rozčílí Cobelovou novým spojenectvím.
Severance,95396,tv_episode,1,6,tr,TR,Turkish,Saklambaç,"Ekip, bir ittifak yaparak Cobel'i kızdırır."
Severance,95396,tv_episode,1,6,nl,NL,Dutch,Verstoppertje,Het team tergt Cobel door een verbond te vormen.
Severance,95396,tv_episode,1,6,th,TH,Thai,ซ่อนหา,ทั้งทีมทำให้โคเบลโมโหมากเพราะไปจับมือสร้างพันธมิตร
Severance,95396,tv_episode,1,6,ar,SA,Arabic,غميضة,"الفريق يغضب ""كوبيل"" بتشكيل تحالف."
Severance,95396,tv_episode,1,6,fa,IR,Persian,قایم باشک,
Severance,95396,tv_episode,1,6,uk,UA,Ukrainian,Схованки,"Команда вступає в союз, чим злить Кобел."
Severance,95396,tv_episode,1,6,lt,LT,Lithuanian,,
Severance,95396,tv_episode,1,6,zh,HK,Mandarin,捉迷藏,團隊攜手合作，高保因而大怒。
Severance,95396,tv_episode,1,6,da,DK,Danish,Hide and Seek,"Cobel bliver vred på teamet, da de indgår en alliance."
Severance,95396,tv_episode,1,6,zh,SG,Mandarin,捉迷藏,团队因结盟激怒了科贝尔。
Severance,95396,tv_episode,1,6,vi,VN,Vietnamese,Trốn Tìm,Cả nhóm chọc giận Cobel bằng cách tạo một liên minh.
Severance,95396,tv_episode,1,6,sr,RS,Serbian,,
Severance,95396,tv_episode,1,6,fi,FI,Finnish,Hide and Seek,Tiimi suututtaa Cobelin muodostamalla liittouman.
Severance,95396,tv_episode,1,6,bg,BG,Bulgarian,,
Severance,95396,tv_episode,1,6,sl,SI,Slovenian,,
Severance,95396,tv_episode,1,6,ar,AE,Arabic,غميضة,"الفريق يغضب ""كوبيل"" بتشكيل تحالف."
Severance,95396,tv_episode,1,6,fr,CA,French,Cache-cache,L'équipe met Cobel en colère en formant une alliance.
Severance,95396,tv_episode,1,6,hi,IN,Hindi,लुका-छिपी,टीम एक गठबंधन बनाकर कोबेल को ग़ुस्सा दिलाती है।
Severance,95396,tv_episode,1,6,id,ID,Indonesian,Petak Umpet,Para anggota tim membuat Cobel marah dengan membentuk aliansi.
Severance,95396,tv_episode,1,6,no,NO,Norwegian,Hide and Seek,Teamet irriterer Cobel ved å inngå en allianse.
Severance,95396,tv_episode,1,6,pt,PT,Portuguese,Esconde-esconde,A equipa enfurece Cobel ao formar uma aliança.
Severance,95396,tv_episode,1,6,sk,SK,Slovak,Schovávačka,Tím sa spojí a nahnevá tým Cobelovú.
Severance,95396,tv_episode,1,6,et,EE,Estonian,,
Severance,95396,tv_episode,1,6,ro,RO,Romanian,De-a v-ați ascunselea,Echipa o înfurie pe Cobel prin formarea unei alianțe.
Severance,95396,tv_episode,1,6,hr,HR,Croatian,,
Severance,95396,tv_episode,1,6,ka,GE,Georgian,,
