titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,1,1,en,US,English,Good News About Hell,Mark is promoted to lead a team who've had their memories surgically divided between their work and personal lives.
Severance,95396,tv_episode,1,1,ru,RU,Russian,Не стоит бояться ада,"Марк получает должность главы отдела, в котором рабочие воспоминания сотрудников хирургическим путем отделены от личной жизни."
Severance,95396,tv_episode,1,1,pt,BR,Portuguese,Boas notícias sobre o inferno,Mark é promovido e vai liderar uma equipe de empregados cujas memórias foram cirurgicamente divididas entre o trabalho e a vida pessoal.
Severance,95396,tv_episode,1,1,hu,HU,Hungarian,Jó hír a pokolról,"Mark vezetője lesz egy csoport alkalmazottnak, akiknek a munkahelyi és magánéleti emlékeit műtéti úton kettéválasztották."
Severance,95396,tv_episode,1,1,it,IT,Italian,Buone notizie sull'inferno,Mark viene promosso a capo del team di impiegati la cui memoria è stata chirurgicamente scissa per dividere i ricordi della vita lavorativa da quelli della vita privata.
Severance,95396,tv_episode,1,1,es,ES,Spanish,Buenas noticias sobre el Infierno,"Mark es ascendido para liderar un equipo de trabajadores a quienes, quirúrgicamente, se le han separado los recuerdos de su vida laboral de los de su vida personal."
Severance,95396,tv_episode,1,1,ja,JP,Japanese,ワーク・ライフ・バランス,昇進したマークは手術で仕事と私生活の記憶を分離された社員たちのチームを率いる。
Severance,95396,tv_episode,1,1,ko,KR,Korean,지옥에 관한 좋은 소식,시술로 일과 사생활의 기억이 분리된 사람들로 이루어진 팀에 속한 마크는 팀장으로 승진한다.
Severance,95396,tv_episode,1,1,de,DE,German,Fünf Fragen,"Mark wird befördert, um ein Team von Mitarbeitern zu leiten, deren Erinnerungen an die Arbeit und ihr Privatleben chirurgisch getrennt wurden."
Severance,95396,tv_episode,1,1,el,GR,Greek,Καλά νέα για την Κόλαση,Ο Μαρκ παίρνει προαγωγή και ηγείται μιας ομάδας υπαλλήλων των οποίων οι μνήμες έχουν διαχωριστεί χειρουργικά σε επαγγελματικές και προσωπικές.
Severance,95396,tv_episode,1,1,he,IL,Hebrew,חדשות טובות לגבי הלי,מארק מקודם לתפקיד מנהל צוות של עובדי משרד שזיכרונם פוצל באופן כירורגי בין העבודה לבין חייהם האישיים.
Severance,95396,tv_episode,1,1,fr,FR,French,Le bon côté de l'enfer,"Mark est promu à la tête d'une équipe d'employés dont la mémoire a été dédoublée, par voie chirurgicale, pour séparer leur vie privée et leur vie professionnelle."
Severance,95396,tv_episode,1,1,zh,CN,Mandarin,有关地狱的好消息,马克升职成为部门主管。他所领导的团队中所有员工都接受了外科手术，致使工作和生活中的记忆一分为二。
Severance,95396,tv_episode,1,1,sv,SE,Swedish,Good News About Hell,Mark befordras till att leda ett team som har fått sina minnen kirurgiskt splittrade mellan deras arbetsliv och privatliv.
Severance,95396,tv_episode,1,1,es,MX,Spanish,Buenas noticias sobre el Infierno,"Mark es ascendido a jefe del equipo, cuyos recuerdos fueron divididos quirúrgicamente, entre sus vidas personales y laborales."
Severance,95396,tv_episode,1,1,pl,PL,Polish,Dobre strony piekła,"Mark awansuje na kierownika zespołu, którego pracownicy przeszli zabieg chirurgiczny rozdzielający wspomnienia z życia zawodowego i prywatnego."
Severance,95396,tv_episode,1,1,zh,TW,Mandarin,地獄裡的好消息,馬克的職位升遷，他帶領的工作團隊成員全都接受了手術，分割工作記憶與私人記憶。
Severance,95396,tv_episode,1,1,cs,CZ,Czech,Dobrá zpráva o pekle,"Mark je povýšen na šéfa týmu zaměstnanců, kteří mají chirurgicky oddělenou pracovní a mimopracovní paměť."
Severance,95396,tv_episode,1,1,tr,TR,Turkish,Cehennem Hakkında İyi Haber,"Mark, terfi ettirilerek anıları cerrahi müdahaleyle iş ve özel hayat olarak ayrılmış bir personel ekibinin başına getirilir."
Severance,95396,tv_episode,1,1,nl,NL,Dutch,Goed nieuws over de hel,Mark wordt gepromoveerd en is nu leider van een team van mensen wier herinneringen van hun werk- en privéleven chirurgisch gesplitst zijn.
Severance,95396,tv_episode,1,1,th,TH,Thai,ข่าวดีนรก,มาร์คได้เลื่อนขั้นเป็นหัวหน้าทีมพนักงานบริษัทซึ่งถูกผ่าตัดแยกโลกความทรงจำระหว่างชีวิตการทำงานและชีวิตส่วนตัว
