titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,1,8,de,DE,German,Kapitel acht: Die andere Seite,Dr. Brenner hält Hopper und Joyce zu einem Verhör fest. Die Jungs und Elf warten. Im Haus von Will rüsten sich Nancy und Jonathan für den bevorstehenden Kampf.
Stranger Things,66732,tv_episode,1,8,bs,BS,Bosnian,Chapter Eight: The Upside Down,Džonatan i Nensi postavljaju zamku za čudovište iz druge dimenzije.Šerif i Džojse su zarobljeni ali Šerif uspjeva dogovoriti sa Dr. Brennerom slobodu u zamjenu da kaže gdje je jedanaeska i odlazi sa Džojse u potragu za Vilom.
Stranger Things,66732,tv_episode,1,8,fr,FR,French,Chapitre huit : Le Monde à l’envers,Hopper et Joyce sont aux mains du Dr Brenner. Les garçons attendent avec Onze dans le gymnase. Nancy et Jonathan s'arment pour livrer bataille.
Stranger Things,66732,tv_episode,1,8,en,US,English,Chapter Eight: The Upside Down,"Dr. Brenner holds Hopper and Joyce for questioning while the boys wait with Eleven in the gym. Back at Will's, Nancy and Jonathan prepare for battle."
Stranger Things,66732,tv_episode,1,8,es,ES,Spanish,El otro lado,"El Dr. Brenner interroga a Hopper y a Joyce mientras Once y los niños esperan en el gimnasio. En casa de Will, Nancy y Jonathan se preparan para luchar."
Stranger Things,66732,tv_episode,1,8,zh,CN,Mandarin,颠倒世界,布伦纳博士扣住了霍珀和乔伊斯，准备审问他们，小伙子们在体育馆和十一一起等待。南茜和乔纳森在威尔家为战斗作准备。
Stranger Things,66732,tv_episode,1,8,pt,BR,Portuguese,Capítulo oito: De ponta-cabeça,O Dr. Brenner interroga Hopper e Joyce enquanto os meninos e Onze esperam no ginásio. Nancy e Jonathan se preparam para uma nova batalha.
Stranger Things,66732,tv_episode,1,8,el,GR,Greek,Κεφάλαιο Όγδοο: Το Πάνω Κάτω,"Ο γιατρός Μπρένερ κρατάει τον Χόπερ και την Τζόις για ερωτήσεις, ενώ τα αγόρια περιμένουν την Έντεκα στο γυμναστήριο. Η Νάνσι και ο Τζόναθαν ετοιμάζονται για μάχη."
Stranger Things,66732,tv_episode,1,8,ru,RU,Russian,Глава 8. Изнанка,"Доктор Бреннер удерживает Хоппера и Джойс, чтобы расспросить, пока мальчики вместе с Одиннадцать ждут в спортзале. Вернувшись к Уиллу, Нэнси и Джонатан готовятся к битве."
Stranger Things,66732,tv_episode,1,8,pl,PL,Polish,Rozdział ósmy: Druga strona,"Dr Brenner przesłuchuje Hoppera i Joyce, a chłopcy wraz z Jedenastką czekają na sali gimnastycznej. Nancy i Jonathan przygotowują się do walki."
Stranger Things,66732,tv_episode,1,8,cs,CZ,Czech,Kapitola osmá: Vzhůru nohama,"Dr. Brenner vyslýchá Hoppera a Joyce, zatímco kluci čekají s Eleven v tělocvičně. Ve Willově domě se Nancy s Jonathanem připravují na souboj."
Stranger Things,66732,tv_episode,1,8,it,IT,Italian,Capitolo otto: Il sottosopra,Il dottor Brenner trattiene Hopper e Joyce per interrogarli mentre i ragazzi aspettano con Undici in  palestra. Nancy e Jonathan si preparano allo scontro a casa di Will.
Stranger Things,66732,tv_episode,1,8,pt,PT,Portuguese,Capítulo oito: O mundo invertido,"O Dr. Brenner detém Hopper e Joyce para interrogatório enquanto os rapazes esperam com Onze no ginásio. Em casa de Will, Nancy e Jonathan preparam-se para a batalha."
Stranger Things,66732,tv_episode,1,8,hu,HU,Hungarian,Nyolcadik fejezet: Fejjel lefelé,"Dr. Brenner kihallgatja Hoppert és Joyce-t, miközben a srácok Tizeneggyel a tornateremben várnak. Willéknél Nancy és Jonathan harcra készül."
Stranger Things,66732,tv_episode,1,8,da,DK,Danish,Kap. 8: Vrangsiden,"Dr. Brenner udspørger Hopper og Joyce, mens drengene venter sammen med Eleven i gymnastiksalen. Hos Will forbereder Nancy og Jonathan sig på kamp."
Stranger Things,66732,tv_episode,1,8,ko,KR,Korean,뒤집힌 곳,"브레너 박사는 호퍼와 조이스를 감금해 심문하고, 소년들은 일레븐과 함께 학교 체육관에 숨는다. 낸시와 조나단은 윌을 데려간 존재에 맞서 싸울 계획을 세운다."
Stranger Things,66732,tv_episode,1,8,uk,UA,Ukrainian,Глава 8. Догори дриґом,"Доктор Бреннер затримує Джойс і Хоппера для допиту, доки хлопці разом з Од чекають у спортзалі. Ненсі й Джонатан готуються до сутички вдома у Вілла."
Stranger Things,66732,tv_episode,1,8,id,ID,Indonesian,Bab 8: The Upside Down,"Dr. Brenner menahan Hopper dan Joyce untuk diinterogasi, sedangkan anak-anak menunggu bersama Eleven di gym. Di rumah Will, Nancy dan Jonathan bersiap untuk bertarung."
