titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,1,3,de,DE,German,Kapitel drei: Grausame Nacht,"Die zunehmend besorgte Nancy sucht Barb und kommt Jonathan auf die Schliche. Joyce ist überzeugt, dass Will versucht, Kontakt mit ihr aufzunehmen."
Stranger Things,66732,tv_episode,1,3,bs,BS,Bosnian,"Chapter Three: Holly, Jolly",Kreatura koja je odgovorna za nestanak Willa uhvatila je i Barb.Nensi pokušava da sazna šta se desilo.Joyce je shvatila da je Will pokušava kontaktirati putem električnog svjetla i saznaje da je nešto strašno uhvatilo i zarobilo Willa.
Stranger Things,66732,tv_episode,1,3,fr,FR,French,Chapitre trois : Petit papa Noël,"Plus inquiète que jamais, Nancy se met à la recherche de Barbara et découvre à cette occasion ce que tramait Jonathan. Joyce est persuadée que Will essaie de lui parler."
Stranger Things,66732,tv_episode,1,3,en,US,English,"Chapter Three: Holly, Jolly",An increasingly concerned Nancy looks for Barb and finds out what Jonathan's been up to. Joyce is convinced Will is trying to talk to her.
Stranger Things,66732,tv_episode,1,3,es,ES,Spanish,Todo está bien,"Cada vez más preocupada, Nancy sigue buscando a Barb y descubre lo que tenía Jonathan entre manos. Joyce está segura de que Will intenta comunicarse con ella."
Stranger Things,66732,tv_episode,1,3,zh,CN,Mandarin,开心的霍莉,南茜越来越担心，开始寻找芭珀，她发现了乔纳森一直在做什么。乔伊斯相信威尔在和她说话。
Stranger Things,66732,tv_episode,1,3,pt,BR,Portuguese,Capítulo três: Caramba,"Cada vez mais preocupada, Nancy procura Barb e acaba descobrindo o que Jonathan anda fazendo. Joyce está convencida de que Will está tentando se comunicar com ela."
Stranger Things,66732,tv_episode,1,3,el,GR,Greek,Κεφάλαιο Τρίτο: Καλές Γιορτές,Η Νάνσι όλο και πιο ανήσυχη ψάχνει την Μπαρμπ και ανακαλύπτει τι ετοιμάζει ο Τζόναθαν. Η Τζόις είναι πεπεισμένη ότι ο Γουίλ προσπαθεί να της μιλήσει.
Stranger Things,66732,tv_episode,1,3,ru,RU,Russian,"Глава 3. Здорово, Джолли","Нэнси разыскивает Барб с растущей тревогой и выясняет, что задумал Джонатан. Джойс уверена, что Уилл пытается поговорить с ней."
Stranger Things,66732,tv_episode,1,3,pl,PL,Polish,Rozdział trzeci: Wśród nocnej ciszy,"Zaniepokojona Nancy szuka Barb i poznaje zamiary Jonathana. Joyce jest przekonana, że Will próbuje z nią porozmawiać."
Stranger Things,66732,tv_episode,1,3,cs,CZ,Czech,Kapitola třetí: Šťastné a veselé,"Nancy shání Barb a dělá si čím dál větší starosti. Zjistí taky, co udělal Jonathan. Joyce je přesvědčená, že se s ní Will snaží komunikovat."
Stranger Things,66732,tv_episode,1,3,it,IT,Italian,Capitolo tre: Luci natalizie,"Nancy, sempre più preoccupata, cerca Barb e scopre che cosa ha fatto Jonathan. Joyce è convinta che Will stia cercando di comunicare con lei."
Stranger Things,66732,tv_episode,1,3,pt,PT,Portuguese,Capítulo três: Luzes de Natal,"Cada vez mais preocupada, Nancy continua a procurar Barb e descobre o que Jonathan tem andado a fazer. Joyce está convencida de que Will está a tentar comunicar com ela."
Stranger Things,66732,tv_episode,1,3,hu,HU,Hungarian,Harmadik fejezet: Ünnepi hangulat,"Nancy egyre nyugtalanabbul keresi Barbot és megtudja, miben sántikált Jonathan. Joyce meg van győződve arról, hogy Will beszélni próbál vele."
Stranger Things,66732,tv_episode,1,3,da,DK,Danish,Kap. 3: Glædelig jul,"En mere og mere bekymret Nancy leder efter Barb og opdager, hvad Jonathan har haft gang i. Joyce er overbevist om, at Will forsøger at tale med hende."
Stranger Things,66732,tv_episode,1,3,ko,KR,Korean,"홀리, 졸리","바버라가 걱정된 낸시는 혼자 바버라의 행방을 알아보려다 조나단 역시 그녀와 비슷한 상황임을 알게 되고, 조이스는 윌과 접촉할 방법을 강구한다."
Stranger Things,66732,tv_episode,1,3,uk,UA,Ukrainian,Глава 3. Різдвяні вогні,"Хвилювання Ненсі зростає. Вона шукає Барб і дізнається, чим займається Джонатан. Джойс переконана, що Вілл намагається говорити з нею."
Stranger Things,66732,tv_episode,1,3,id,ID,Indonesian,"Bab 3: Holly, Jolly",Nancy yang semakin cemas mencari Barb dan mengetahui apa yang dilakukan Jonathan. Joyce yakin bahwa Will mencoba berbicara dengannya.
Stranger Things,66732,tv_episode,1,3,ro,RO,Romanian,Capitolul trei: Micul Moș Crăciun,"Din ce în ce mai îngrijorată, Nancy este în căutarea lui Barb și află ce pune la cale Jonathan. Joyce este convinsă că Will încearcă să vorbească cu ea."
Stranger Things,66732,tv_episode,1,3,he,IL,Hebrew,פרק 3: קישוטים לחג,ננסי המודאגת מחפשת את בארב ומגלה מה העסיק את ג'ונתן. ג'ויס משוכנעת שוויל מנסה לדבר איתה.
Stranger Things,66732,tv_episode,1,3,sr,RS,Serbian,Треће поглавље: Божићна светла,Све забринутија Ненси тражи Барб-а и сазнаје шта је Џонатан наумио. Џојс је убеђена да Вил покушава да разговара са њом.
