titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,2,7,sr,RS,Serbian,,
Stranger Things,66732,tv_episode,2,7,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,2,7,zh,CN,Mandarin,失踪的姐妹,异能幻象让十一接触到一群边缘暴徒，以及一个有着黑暗过去的愤怒女孩。
Stranger Things,66732,tv_episode,2,7,de,DE,German,Kapitel sieben: Die verlorene Schwester,Visionen treiben Elf zu einer Clique gewalttätiger Ausgestoßener und einem wütenden Mädchen mit dubioser Vergangenheit.
Stranger Things,66732,tv_episode,2,7,fr,FR,French,Chapitre sept : La Sœur perdue,"Guidée par ses visions, Onze arrive seule dans la planque d'une bande de zonards violents dont la chef a plus d'un tour dans son sac et beaucoup à raconter."
Stranger Things,66732,tv_episode,2,7,es,ES,Spanish,La hermana perdida,Visiones paranormales llevan a Once hasta una banda de marginados violentos y una chica enfurecida de oscuro pasado.
Stranger Things,66732,tv_episode,2,7,pt,BR,Portuguese,Capítulo sete: A irmã perdida,Visitantes psíquicos arrastam Onze na direção de um grupo de marginalizados violentos e de uma garota irritada com um passado sombrio.
Stranger Things,66732,tv_episode,2,7,ru,RU,Russian,Глава 7. Пропавшая сестра,Психические видения привлекают Одиннадцать к группе жестоких изгоев и к разгневанной девушке с темным прошлым.
Stranger Things,66732,tv_episode,2,7,pl,PL,Polish,Rozdział siódmy: Zaginiona siostra,Intensywne wizje doprowadzają Jedenastkę do grupy brutalnych wyrzutków i rozgoryczonej dziewczyny o tajemniczej przeszłości.
Stranger Things,66732,tv_episode,2,7,cs,CZ,Czech,Kapitola sedmá: Ztracená sestra,Telepatické vize dovedou Eleven ke skupince nebezpečných odpadlíků a rozzlobené dívce s temnou minulostí.
Stranger Things,66732,tv_episode,2,7,it,IT,Italian,Capitolo sette: La sorella perduta,Alcune visioni paranormali avvicinano Undici a una banda di violenti reietti e a una ragazza rabbiosa dal passato oscuro.
Stranger Things,66732,tv_episode,2,7,en,US,English,Chapter Seven: The Lost Sister,Psychic visions draw Eleven to a band of violent outcasts and an angry girl with a shadowy past.
Stranger Things,66732,tv_episode,2,7,pt,PT,Portuguese,Capítulo sete: A irmã perdida,Visões psíquicas levam Onze até um grupo de marginais violentos e a uma rapariga revoltada com um passado sombrio.
Stranger Things,66732,tv_episode,2,7,zh,TW,Mandarin,第 7 章：失落的姐妹,超自然異象促使伊萊雯接觸一群暴力的邊緣人，以及一名擁有晦暗過去且憤怒的女孩。
Stranger Things,66732,tv_episode,2,7,lt,LT,Lithuanian,,
Stranger Things,66732,tv_episode,2,7,da,DK,Danish,Kap. 7: Den forsvundne søster,Mystiske fremtidssyn drager Eleven mod en gruppe voldelige udstødte og en vred pige med en mørk fortid.
Stranger Things,66732,tv_episode,2,7,ko,KR,Korean,잃어버린 자매,"환영 속에서 누군가를 보는 일레븐. 그 모습을 따라간 일레븐은 범죄자처럼 보이는 부랑아 패거리와 한 소녀를 만난다. 분노로 가득한, 비밀의 과거를 간직한 소녀를."
Stranger Things,66732,tv_episode,2,7,hu,HU,Hungarian,Hetedik fejezet: Az elveszett nővér,"Látnoki víziói egy csapat erőszakos számkivetetthez és egy sötét múltú, dühös lányhoz vezetik Tizenegyet."
Stranger Things,66732,tv_episode,2,7,id,ID,Indonesian,Bab 7: The Lost Sister,Penglihatan supernatural membawa Eleven kepada gerombolan orang buangan dan gadis pemarah dengan masa lalu yang misterius.
Stranger Things,66732,tv_episode,2,7,uk,UA,Ukrainian,Глава 7. Утрачена сестра,Дивні видіння приводять Одинадцять до зграї жорстоких безпритульних і розгніваної дівчинки з темним минулим.
Stranger Things,66732,tv_episode,2,7,ro,RO,Romanian,Capitolul șapte: Sora pierdută,Niște viziuni o fac pe Unsprezece să ajungă într-o bandă de proscriși violenți și o apropie de o fată furioasă cu trecut dubios.
