titulo_original,tmdb_id,tipo,season,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_season,1,en,US,English,,"Strange things are afoot in Hawkins, Indiana, where a young boy's sudden disappearance unearths a young girl with otherworldly powers."
Stranger Things,66732,tv_season,1,de,DE,German,Stranger Things,"In Hawkins, Indiana, spielen sich merkwürdige Dinge ab; so taucht nach dem Verschwinden eines kleinen Jungen plötzlich ein Mädchen mit übermenschlichen Kräften auf."
Stranger Things,66732,tv_season,1,bs,BS,Bosnian,,
Stranger Things,66732,tv_season,1,fr,FR,French,Stranger Things,Il se passe des choses très étranges à Hawkins où la disparition soudaine d'un enfant coïncide avec l'apparition d'une jeune fille aux pouvoirs surnaturels.
Stranger Things,66732,tv_season,1,es,ES,Spanish,Stranger Things,En Hawkins (Indiana) ocurren cosas extrañas. La desaparición de un niño saca a la luz a una niña con poderes sobrenaturales.
Stranger Things,66732,tv_season,1,zh,CN,Mandarin,怪奇物语 第 1 季,印第安纳州的霍金斯正在发生一些怪事，一名男孩突然失踪，拥有超自然能力的女孩意外出现。
Stranger Things,66732,tv_season,1,pt,BR,Portuguese,,"A pequena cidade de Hawkins é cenário de estranhos acontecimentos. Após o desaparecimento de um garoto, surge uma menina com poderes sobrenaturais."
Stranger Things,66732,tv_season,1,el,GR,Greek,Stranger Things,"Παράξενα πράγματα συμβαίνουν στο Χόκινς της Ινδιάνα, όπου η ξαφνική εξαφάνιση ενός μικρού αγοριού αποκαλύπτει ένα νεαρό κορίτσι με απόκοσμες δυνάμεις."
Stranger Things,66732,tv_season,1,ru,RU,Russian,Очень странные дела,"Главное действие сериала разворачивается в 80-х годах на территории тихого провинциального города. Благоприятное течение местной жизни нарушает загадочное исчезновение подростка по имени Уилл. Выяснить обстоятельства дела, полны решимости родные мальчика и местный шериф. Также события затрагивают лучшего друга Уилла — Майка. Он начинает собственное расследование. Теперь Майк уверен, что близок к разгадке, однако для этого ему предстоит оказаться в эпицентре ожесточённой битвы потусторонних сил."
Stranger Things,66732,tv_season,1,pl,PL,Polish,,"Dziwne rzeczy dzieją się w Hawkins w stanie Indiana — znika młody chłopak, a pojawia się dziewczynka o niesamowitych mocach."
Stranger Things,66732,tv_season,1,cs,CZ,Czech,,"Když se malý chlapec ztratí, jeho matka, přátelé a místní policie musí čelit děsivým, nadpřirozeným silám, aby ho získali zpět."
Stranger Things,66732,tv_season,1,it,IT,Italian,,"Succedono strane cose a Hawkins nell'Indiana, dove l'improvvisa scomparsa di un ragazzino porta alla luce una coetanea dai poteri ultraterreni."
Stranger Things,66732,tv_season,1,pt,PT,Portuguese,Stranger Things,"Coisas estranhas acontecem em Hawkins, Indiana, onde o desaparecimento súbito de um rapaz revela uma jovem rapariga com poderes do outro mundo."
Stranger Things,66732,tv_season,1,hu,HU,Hungarian,Stranger Things,"Furcsa dolgok történnek az indianai Hawkinsban, ahol egy fiatal fiú hirtelen eltűnése egy földöntúli képességekkel rendelkező fiatal lányt tár fel."
Stranger Things,66732,tv_season,1,da,DK,Danish,Stranger Things,"Der sker sære ting i Hawkins, Indiana, hvor en drengs pludselige forsvinden åbenbarer en pige med overjordiske kræfter."
Stranger Things,66732,tv_season,1,ko,KR,Korean,기묘한 이야기 1,인디애나 주의 호킨스 마을에서 한 소년의 행방불명과 미스터리한 힘을 가진 소녀의 출현으로 인해 기묘한 현상들이 일어나기 시작한다.
Stranger Things,66732,tv_season,1,uk,UA,Ukrainian,Дивні дива,"Дивні речі починаються в місті Гокінс, штат Індіана, де з раптовим зникненням хлопчика з’являється юна дівчина з потойбічними силами."
Stranger Things,66732,tv_season,1,id,ID,Indonesian,Stranger Things,
Stranger Things,66732,tv_season,1,ro,RO,Romanian,,"Se întâmplă lucruri ciudate în Hawkins, Indiana, unde dispariția bruscă a unui băiat coincide cu apariția unei fetițe cu puteri nepământene."
Stranger Things,66732,tv_season,1,he,IL,Hebrew,דברים מוזרים,"דברים מוזרים מתרחשים בהוקינס, אינדיאנה: ילד נעלם, והחיפוש אחריו מוביל אל ילדה מסתורית עם כוחות על-טבעיים."
Stranger Things,66732,tv_season,1,sr,RS,Serbian,,
Stranger Things,66732,tv_season,1,zh,TW,Mandarin,第1季,印第安納州霍金斯發生了奇怪的事情，一名小男孩的突然失踪讓一名年輕女孩發現了超凡脫俗的力量。
Stranger Things,66732,tv_season,1,lt,LT,Lithuanian,,
Stranger Things,66732,tv_season,1,sk,SK,Slovak,,"V meste Hawkins, v ktorom sa dejú podivné veci, sa síce po jednom chlapcovi zľahne zem, ale objaví sa dievča, ktoré vládne silami, ktoré akoby boli z iného sveta."
Stranger Things,66732,tv_season,1,tr,TR,Turkish,Stranger Things,"Hawkins, Indiana'da genç bir çocuğun aniden ortadan kaybolması doğaüstü güçlere sahip bir genç kızın ortaya çıkmasına neden olur."
Stranger Things,66732,tv_season,1,sv,SE,Swedish,Stranger Things,"Allt står inte rätt till i den lilla staden Hawkins, där en pojkes försvinnande leder till att en flicka med märkliga krafter hittas."
Stranger Things,66732,tv_season,1,es,MX,Spanish,Stranger Things,"Pasan cosas muy extrañas en Hawkins, Indiana, tras una desaparición que revela la presencia de una niña con poderes sobrenaturales."
Stranger Things,66732,tv_season,1,nl,NL,Dutch,Stranger Things,"Er gebeuren vreemde dingen in Hawkins, Indiana, waar na de plotselinge verdwijning van een jongetje een meisje met buitenaardse krachten opduikt."
Stranger Things,66732,tv_season,1,hr,HR,Croatian,Stranger Things,
Stranger Things,66732,tv_season,1,fr,CA,French,Stranger Things,"D'étranges choses assombrissent l'horizon à Hawkins, dans l'Indiana, quand la soudaine disparition d'un jeune garçon révèle une jeune fille aux pouvoirs d'un autre monde."
Stranger Things,66732,tv_season,1,bg,BG,Bulgarian,,
Stranger Things,66732,tv_season,1,no,NO,Norwegian,Stranger Things,"Merkelige ting skjer i Hawkins i Indiana, når forsvinningen av en ung gutt avslører en ung jente med utenomjordiske krefter."
Stranger Things,66732,tv_season,1,fi,FI,Finnish,Stranger Things,"Indianan Hawkinsissa tapahtuu outoja. Nuoren pojan katoaminen tuo esiin nuoren tytön, jolla on yliluonnollisia voimia."
Stranger Things,66732,tv_season,1,fa,IR,Persian,فصل ۱,
Stranger Things,66732,tv_season,1,ar,SA,Arabic,Stranger Things,"أمور غريبة تجري في بلدة ""هوكينز"" في ولاية إنديانا، إذ يكشف الاختفاء المفاجئ لفتًى صغير عن وجود فتاة صغيرة تملك قوًى خارقة للطبيعة."
Stranger Things,66732,tv_season,1,vi,VN,Vietnamese,Cậu bé mất tích,"Những điều lạ lùng đang trỗi dậy ở Hawkins, bang Indiana, nơi sự mất tích đột ngột của một cậu bé đã làm lộ ra sức mạnh phi thường của một cô bé."
Stranger Things,66732,tv_season,1,ja,JP,Japanese,ストレンジャー・シングス 未知の世界,少年の失踪事件や超常パワーを持つ謎の少女の出現など、次々に起こる不可解な事件が、インディアナ州の小さな町ホーキンスに潜む驚愕の秘密を暴いていく。
Stranger Things,66732,tv_season,1,th,TH,Thai,ซีซั่น 1,สิ่งแปลกประหลาดเริ่มเกิดขึ้นในเมืองฮอว์กินส์ รัฐอินเดียนา เมื่อการหายไปอย่างกะทันหันของเด็กชายคนหนึ่งทำให้ค้นพบเด็กหญิงที่มีพลังเหนือโลก
Stranger Things,66732,tv_season,1,ka,GE,Georgian,,
Stranger Things,66732,tv_season,1,uz,UZ,Uzbek,,
Stranger Things,66732,tv_season,1,ar,AE,Arabic,Stranger Things,
