titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,5,1,en,US,English,Chapter One: The Crawl,
Stranger Things,66732,tv_episode,5,1,sv,SE,Swedish,,
Stranger Things,66732,tv_episode,5,1,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,5,1,de,DE,German,,
Stranger Things,66732,tv_episode,5,1,fr,FR,French,Mission de secours,
Stranger Things,66732,tv_episode,5,1,es,ES,Spanish,,
Stranger Things,66732,tv_episode,5,1,zh,CN,Mandarin,匍匐潜行,
Stranger Things,66732,tv_episode,5,1,pt,BR,Portuguese,,
Stranger Things,66732,tv_episode,5,1,ru,RU,Russian,Первая глава: Ползун,
Stranger Things,66732,tv_episode,5,1,pl,PL,Polish,Odsiecz,
Stranger Things,66732,tv_episode,5,1,cs,CZ,Czech,"Kapitola první: Plížením, plazením vpřed",
Stranger Things,66732,tv_episode,5,1,it,IT,Italian,,
Stranger Things,66732,tv_episode,5,1,da,DK,Danish,,
Stranger Things,66732,tv_episode,5,1,hu,HU,Hungarian,,
Stranger Things,66732,tv_episode,5,1,uk,UA,Ukrainian,,
Stranger Things,66732,tv_episode,5,1,id,ID,Indonesian,,
Stranger Things,66732,tv_episode,5,1,el,GR,Greek,,
Stranger Things,66732,tv_episode,5,1,he,IL,Hebrew,פרק 1: המשימה,
Stranger Things,66732,tv_episode,5,1,zh,TW,Mandarin,,
Stranger Things,66732,tv_episode,5,1,lt,LT,Lithuanian,,
Stranger Things,66732,tv_episode,5,1,sk,SK,Slovak,,
Stranger Things,66732,tv_episode,5,1,tr,TR,Turkish,1. Bölüm: Arayış,
Stranger Things,66732,tv_episode,5,1,sr,RS,Serbian,,
Stranger Things,66732,tv_episode,5,1,es,MX,Spanish,,
Stranger Things,66732,tv_episode,5,1,nl,NL,Dutch,,
Stranger Things,66732,tv_episode,5,1,pt,PT,Portuguese,,
Stranger Things,66732,tv_episode,5,1,hr,HR,Croatian,,
Stranger Things,66732,tv_episode,5,1,ro,RO,Romanian,,
Stranger Things,66732,tv_episode,5,1,fr,CA,French,,
Stranger Things,66732,tv_episode,5,1,bg,BG,Bulgarian,Първа глава: Пълзенето,
Stranger Things,66732,tv_episode,5,1,no,NO,Norwegian,,
Stranger Things,66732,tv_episode,5,1,fi,FI,Finnish,,
Stranger Things,66732,tv_episode,5,1,ko,KR,Korean,,
Stranger Things,66732,tv_episode,5,1,fa,IR,Persian,,
Stranger Things,66732,tv_episode,5,1,ar,SA,Arabic,,
Stranger Things,66732,tv_episode,5,1,vi,VN,Vietnamese,,
Stranger Things,66732,tv_episode,5,1,ja,JP,Japanese,,
Stranger Things,66732,tv_episode,5,1,th,TH,Thai,,
Stranger Things,66732,tv_episode,5,1,ka,GE,Georgian,,
Stranger Things,66732,tv_episode,5,1,uz,UZ,Uzbek,,
Stranger Things,66732,tv_episode,5,1,ar,AE,Arabic,,
Stranger Things,66732,tv_episode,5,1,eu,ES,Basque,,
Stranger Things,66732,tv_episode,5,1,so,SO,Somali,,
Stranger Things,66732,tv_episode,5,1,bn,BD,Bengali,,
Stranger Things,66732,tv_episode,5,1,nl,BE,Dutch,,
Stranger Things,66732,tv_episode,5,1,zh,HK,Mandarin,匍匐潛行,
Stranger Things,66732,tv_episode,5,1,zh,SG,Mandarin,,
Stranger Things,66732,tv_episode,5,1,sl,SI,Slovenian,,
Stranger Things,66732,tv_episode,5,1,hi,IN,Hindi,,
Stranger Things,66732,tv_episode,5,1,ms,MY,Malay,,
Stranger Things,66732,tv_episode,5,1,tl,PH,Tagalog,,
Stranger Things,66732,tv_episode,5,1,lv,LV,Latvian,,
Stranger Things,66732,tv_episode,5,1,de,AT,German,,
