titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,5,6,en,US,English,Chapter Six: Escape from Camazotz,
Stranger Things,66732,tv_episode,5,6,de,DE,German,,
Stranger Things,66732,tv_episode,5,6,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,5,6,fr,FR,French,Les évadés de Camazotz,
Stranger Things,66732,tv_episode,5,6,es,ES,Spanish,,
Stranger Things,66732,tv_episode,5,6,zh,CN,Mandarin,逃离卡玛佐兹,
Stranger Things,66732,tv_episode,5,6,pt,BR,Portuguese,,
Stranger Things,66732,tv_episode,5,6,el,GR,Greek,,
Stranger Things,66732,tv_episode,5,6,ru,RU,Russian,Шестая глава: Побег из Камазоца,
Stranger Things,66732,tv_episode,5,6,pl,PL,Polish,Ucieczka z Camazotz,
Stranger Things,66732,tv_episode,5,6,cs,CZ,Czech,Kapitola šestá: Útěk z Camazotzu,
Stranger Things,66732,tv_episode,5,6,it,IT,Italian,,
Stranger Things,66732,tv_episode,5,6,pt,PT,Portuguese,,
Stranger Things,66732,tv_episode,5,6,hu,HU,Hungarian,,
Stranger Things,66732,tv_episode,5,6,da,DK,Danish,,
Stranger Things,66732,tv_episode,5,6,ko,KR,Korean,,
Stranger Things,66732,tv_episode,5,6,uk,UA,Ukrainian,,
Stranger Things,66732,tv_episode,5,6,id,ID,Indonesian,,
Stranger Things,66732,tv_episode,5,6,ro,RO,Romanian,,
Stranger Things,66732,tv_episode,5,6,he,IL,Hebrew,פרק 6: הבריחה מקמאזוטס,
Stranger Things,66732,tv_episode,5,6,sr,RS,Serbian,,
Stranger Things,66732,tv_episode,5,6,zh,TW,Mandarin,,
Stranger Things,66732,tv_episode,5,6,lt,LT,Lithuanian,,
Stranger Things,66732,tv_episode,5,6,sk,SK,Slovak,,
Stranger Things,66732,tv_episode,5,6,tr,TR,Turkish,,
Stranger Things,66732,tv_episode,5,6,sv,SE,Swedish,,
Stranger Things,66732,tv_episode,5,6,es,MX,Spanish,,
Stranger Things,66732,tv_episode,5,6,nl,NL,Dutch,,
Stranger Things,66732,tv_episode,5,6,hr,HR,Croatian,,
Stranger Things,66732,tv_episode,5,6,fr,CA,French,,
Stranger Things,66732,tv_episode,5,6,bg,BG,Bulgarian,Глава Шеста: Бягство от Камазоц,
Stranger Things,66732,tv_episode,5,6,no,NO,Norwegian,,
Stranger Things,66732,tv_episode,5,6,fi,FI,Finnish,,
Stranger Things,66732,tv_episode,5,6,fa,IR,Persian,,
Stranger Things,66732,tv_episode,5,6,ar,SA,Arabic,,
Stranger Things,66732,tv_episode,5,6,vi,VN,Vietnamese,,
Stranger Things,66732,tv_episode,5,6,ja,JP,Japanese,,
Stranger Things,66732,tv_episode,5,6,th,TH,Thai,,
Stranger Things,66732,tv_episode,5,6,ka,GE,Georgian,,
Stranger Things,66732,tv_episode,5,6,uz,UZ,Uzbek,,
Stranger Things,66732,tv_episode,5,6,ar,AE,Arabic,,
Stranger Things,66732,tv_episode,5,6,eu,ES,Basque,,
Stranger Things,66732,tv_episode,5,6,so,SO,Somali,,
Stranger Things,66732,tv_episode,5,6,bn,BD,Bengali,,
Stranger Things,66732,tv_episode,5,6,zh,HK,Mandarin,逃離卡瑪佐茲,
Stranger Things,66732,tv_episode,5,6,nl,BE,Dutch,,
Stranger Things,66732,tv_episode,5,6,zh,SG,Mandarin,,
Stranger Things,66732,tv_episode,5,6,sl,SI,Slovenian,,
Stranger Things,66732,tv_episode,5,6,hi,IN,Hindi,,
Stranger Things,66732,tv_episode,5,6,ms,MY,Malay,,
Stranger Things,66732,tv_episode,5,6,tl,PH,Tagalog,,
Stranger Things,66732,tv_episode,5,6,lv,LV,Latvian,,
Stranger Things,66732,tv_episode,5,6,de,AT,German,,
