titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,5,8,en,US,English,Chapter Eight: The Rightside Up,
Stranger Things,66732,tv_episode,5,8,de,DE,German,,
Stranger Things,66732,tv_episode,5,8,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,5,8,fr,FR,French,Le monde à l'endroit,
Stranger Things,66732,tv_episode,5,8,es,ES,Spanish,,
Stranger Things,66732,tv_episode,5,8,zh,CN,Mandarin,正常世界,
Stranger Things,66732,tv_episode,5,8,pt,BR,Portuguese,,
Stranger Things,66732,tv_episode,5,8,el,GR,Greek,,
Stranger Things,66732,tv_episode,5,8,ru,RU,Russian,Восьмая глава: Изнанка,
Stranger Things,66732,tv_episode,5,8,pl,PL,Polish,Ta strona,
Stranger Things,66732,tv_episode,5,8,cs,CZ,Czech,Kapitola osmá: Zpátky v realitě,
Stranger Things,66732,tv_episode,5,8,it,IT,Italian,,
Stranger Things,66732,tv_episode,5,8,pt,PT,Portuguese,,
Stranger Things,66732,tv_episode,5,8,hu,HU,Hungarian,,
Stranger Things,66732,tv_episode,5,8,da,DK,Danish,,
Stranger Things,66732,tv_episode,5,8,ko,KR,Korean,,
Stranger Things,66732,tv_episode,5,8,uk,UA,Ukrainian,,
Stranger Things,66732,tv_episode,5,8,id,ID,Indonesian,,
Stranger Things,66732,tv_episode,5,8,ro,RO,Romanian,,
Stranger Things,66732,tv_episode,5,8,he,IL,Hebrew,פרק 8: העולם הישר,
Stranger Things,66732,tv_episode,5,8,sr,RS,Serbian,,
Stranger Things,66732,tv_episode,5,8,zh,TW,Mandarin,,
Stranger Things,66732,tv_episode,5,8,lt,LT,Lithuanian,,
Stranger Things,66732,tv_episode,5,8,sk,SK,Slovak,,
Stranger Things,66732,tv_episode,5,8,tr,TR,Turkish,,
Stranger Things,66732,tv_episode,5,8,sv,SE,Swedish,,
Stranger Things,66732,tv_episode,5,8,es,MX,Spanish,,
Stranger Things,66732,tv_episode,5,8,nl,NL,Dutch,,
Stranger Things,66732,tv_episode,5,8,hr,HR,Croatian,,
Stranger Things,66732,tv_episode,5,8,fr,CA,French,,
Stranger Things,66732,tv_episode,5,8,bg,BG,Bulgarian,Глава осма: Правилната страна нагоре,
Stranger Things,66732,tv_episode,5,8,no,NO,Norwegian,,
Stranger Things,66732,tv_episode,5,8,fi,FI,Finnish,,
Stranger Things,66732,tv_episode,5,8,fa,IR,Persian,,
Stranger Things,66732,tv_episode,5,8,ar,SA,Arabic,,
Stranger Things,66732,tv_episode,5,8,vi,VN,Vietnamese,,
Stranger Things,66732,tv_episode,5,8,ja,JP,Japanese,,
Stranger Things,66732,tv_episode,5,8,th,TH,Thai,,
Stranger Things,66732,tv_episode,5,8,ka,GE,Georgian,,
Stranger Things,66732,tv_episode,5,8,uz,UZ,Uzbek,,
Stranger Things,66732,tv_episode,5,8,ar,AE,Arabic,,
Stranger Things,66732,tv_episode,5,8,eu,ES,Basque,,
Stranger Things,66732,tv_episode,5,8,so,SO,Somali,,
Stranger Things,66732,tv_episode,5,8,bn,BD,Bengali,,
Stranger Things,66732,tv_episode,5,8,zh,HK,Mandarin,正常世界,
Stranger Things,66732,tv_episode,5,8,nl,BE,Dutch,,
Stranger Things,66732,tv_episode,5,8,zh,SG,Mandarin,,
Stranger Things,66732,tv_episode,5,8,sl,SI,Slovenian,,
Stranger Things,66732,tv_episode,5,8,hi,IN,Hindi,,
Stranger Things,66732,tv_episode,5,8,ms,MY,Malay,,
Stranger Things,66732,tv_episode,5,8,tl,PH,Tagalog,,
Stranger Things,66732,tv_episode,5,8,lv,LV,Latvian,,
Stranger Things,66732,tv_episode,5,8,de,AT,German,,
