titulo_original,tmdb_id,tipo,season,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_season,2,sr,RS,Serbian,,
Stranger Things,66732,tv_season,2,bs,BS,Bosnian,,
Stranger Things,66732,tv_season,2,zh,CN,Mandarin,怪奇物语 第 2 季,距离威尔的神秘失踪已经快一年了。但霍金斯的生活并未恢复正常。离正常还差得很远。
Stranger Things,66732,tv_season,2,de,DE,German,Stranger Things 2,Seit Wills rätselhaftem Verschwinden ist fast ein Jahr vergangen. Doch Hawkins ist noch immer nicht annähernd zur Normalität zurückgekehrt.
Stranger Things,66732,tv_season,2,fr,FR,French,Stranger Things 2,"Un an est passé depuis l'étrange disparition de Will. Pourtant, on ne peut pas dire que la vie ait repris son cours à Hawkins. Vraiment pas."
Stranger Things,66732,tv_season,2,es,ES,Spanish,Stranger Things 2,Ha pasado casi un año desde la misteriosa desaparición de Will. Pero la vida no ha vuelto a la normalidad en Hawkins. Ni por asomo.
Stranger Things,66732,tv_season,2,pt,BR,Portuguese,,"Quase um ano após o estranho desaparecimento de Will, a vida em Hawkins está longe de voltar ao normal."
Stranger Things,66732,tv_season,2,ru,RU,Russian,Очень странные дела 2,Прошел уже почти год со дня странного исчезновения Уилла. Но жизнь в Хоукинсе так и не стала прежней. Совсем.
Stranger Things,66732,tv_season,2,pl,PL,Polish,,Minął prawie rok od dziwnego zniknięcia Willa. Jednak życie w Hawkins wcale nie wróciło do normy.
Stranger Things,66732,tv_season,2,cs,CZ,Czech,,Od podivného Willova zmizení uplynul téměř rok. A život v Hawkinsu se ještě nepodařilo uspořádat. Ani zdaleka.
Stranger Things,66732,tv_season,2,it,IT,Italian,,"È trascorso un anno dalla strana scomparsa di Will, ma a Hawkins la vita non è ancora tornata alla normalità... neanche lontanamente."
Stranger Things,66732,tv_season,2,en,US,English,Stranger Things 2,It's been nearly a year since Will's strange disappearance. But life's hardly back to normal in Hawkins. Not even close.
Stranger Things,66732,tv_season,2,pt,PT,Portuguese,Stranger Things 2,Passou quase um ano desde o estranho desaparecimento de Will. Mas a vida em Hawkins não voltou à normalidade. Nem sombra disso.
Stranger Things,66732,tv_season,2,zh,TW,Mandarin,第2季,威爾離奇失蹤已經快一年了。但霍金斯的生活還沒有恢復正常。差遠了。
Stranger Things,66732,tv_season,2,lt,LT,Lithuanian,,
Stranger Things,66732,tv_season,2,da,DK,Danish,Stranger Things 2,"Der er næsten gået et år, siden Will forsvandt på mystisk vis. Men dagligdagen i Hawkins er ikke blevet normal igen. Slet ikke."
Stranger Things,66732,tv_season,2,ko,KR,Korean,기묘한 이야기 2,"기묘하게 사라진 소년 윌. 그가 돌아오고 거의 1년이 지났지만 호킨스에서는 그 무엇도 예전 같지 않다. 더욱 기묘한 세계로 빠져드는 작은 마을, 끝나지 않은 이야기."
Stranger Things,66732,tv_season,2,hu,HU,Hungarian,Stranger Things 2,"Majdnem egy év telt el Will különös eltűnése óta, de Hawkins-ban az élet korántsem tért vissza a rendes kerékvágásba."
Stranger Things,66732,tv_season,2,id,ID,Indonesian,Stranger Things 2,"Peristiwa menghilangnya Will yang aneh hampir setahun berlalu. Namun, kehidupan di Hawkins belum kembali normal. Mendekati normal pun tidak."
Stranger Things,66732,tv_season,2,uk,UA,Ukrainian,Дивні дива 2,"Із часу зникнення Вілла пройшов майже рік, та мешканці Гокінсу й досі не можуть повернутися до звичного життя."
Stranger Things,66732,tv_season,2,ro,RO,Romanian,,"A trecut aproape un an de la dispariția ciudată a lui Will. Totuși, viața în orașul Hawkins n-a revenit la normal. Nici pe departe."
Stranger Things,66732,tv_season,2,el,GR,Greek,Stranger Things 2,"Έχει περάσει σχεδόν ένας χρόνος από την παράξενη εξαφάνιση του Γουίλ, αλλά ακόμα τη ζωή στο Χόκινς μόνο νορμάλ δεν τη λες... Ούτε κατά διάνοια."
Stranger Things,66732,tv_season,2,he,IL,Hebrew,דברים מוזרים 2,"עברה כמעט שנה מאז היעלמותו המוזרה של ויל, אבל החיים בהוקינס לא חזרו לשגרה. ממש לא."
Stranger Things,66732,tv_season,2,sk,SK,Slovak,,"Rok po tom, čo zmizol Will Byers, sa chlapci chystajú poriadne osláviť Halloween. Mike ešte stále smúti za Eleven a počíta každý deň čo nie sú spolu. Mohlo by sa zdať, že mestečko sa so všetkými katastrofami konečne vysporiadalo, ale keď šerif Hopper dostane správu o tom, že polia miestnych farmárov začínajú byť devastované neznámym vírusom, je jasné, že Hawkins nebude pokojným miestom ani tento rok."
Stranger Things,66732,tv_season,2,tr,TR,Turkish,Stranger Things 2,Will'in tuhaf şekilde ortadan kayboluşunun üzerinden neredeyse bir yıl geçmiştir. Ama Hawkins'te işler normale dönmekten uzaktır. Hem de çok uzak.
Stranger Things,66732,tv_season,2,sv,SE,Swedish,,Det har gått nästan ett år sedan Wills märkliga försvinnande. Men allt är inte som vanligt i Hawkins. Långt därifrån.
Stranger Things,66732,tv_season,2,es,MX,Spanish,Stranger Things 2,"Ha pasado casi un año desde la misteriosa desaparición de Will, pero la vida en Hawkins se encuentra lejos de volver a la normalidad. Muy lejos."
Stranger Things,66732,tv_season,2,nl,NL,Dutch,Stranger Things 2,"Het is alweer bijna een jaar geleden dat Will op mysterieuze wijze verdween, maar het leven in Hawkins is nog altijd niet hoe het was. Helemaal niet."
Stranger Things,66732,tv_season,2,hr,HR,Croatian,Stranger Things 2,Prošlo je gotovo godinu dana od Willova neobičnog nestanka. No život se u Hawkinsu nije vratio u normalu. Ni blizu.
Stranger Things,66732,tv_season,2,fr,CA,French,Stranger Things 2,"Quasiment une année s'est écoulée depuis l'étrange disparition de Will, mais la vie à Hawkins n'est pas revenue à la normale. Loin de là."
Stranger Things,66732,tv_season,2,bg,BG,Bulgarian,,
Stranger Things,66732,tv_season,2,no,NO,Norwegian,Stranger Things 2,Det har gått nesten et år siden Wills underlige forsvinning. Men livet går ikke akkurat videre som normalt i Hawkins. Ikke i det hele tatt.
