titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,5,en,US,English,Trojan's Horse,Tensions emerge after the team suffers a loss.
Severance,95396,tv_episode,2,5,ru,RU,Russian,Троянский конь,Утрата сеет раздор в команде.
Severance,95396,tv_episode,2,5,pt,BR,Portuguese,Cavalo de Troia,Tensões surgem depois que a equipe sofre uma perda.
Severance,95396,tv_episode,2,5,hu,HU,Hungarian,Trójai ló,"Feszültségek törnek felszínre, miután a csoportot veszteség éri."
Severance,95396,tv_episode,2,5,it,IT,Italian,Il cavallo di Troia,La tensione emerge dopo che il team affronta un lutto.
Severance,95396,tv_episode,2,5,es,ES,Spanish,Caballo de Troya,"Tras una pérdida en el equipo, surgen las tensiones."
Severance,95396,tv_episode,2,5,ja,JP,Japanese,トロイの木馬,マクロデータ改良部に緊張が走る。
Severance,95396,tv_episode,2,5,ko,KR,Korean,트로이의 목마,팀이 상실을 겪은 후 긴장감이 고조된다.
Severance,95396,tv_episode,2,5,de,DE,German,Das trojanische Pferd,"Spannungen entstehen, nachdem das Team einen Verlust zu beklagen hat."
Severance,95396,tv_episode,2,5,el,GR,Greek,Δούρειος Ίππος,Μετά την απώλεια ενός φίλου προκύπτουν εντάσεις.
Severance,95396,tv_episode,2,5,he,IL,Hebrew,סוס טרויאני,מתחים מתעוררים לאחר שהצוות חווה אובדן.
Severance,95396,tv_episode,2,5,fr,FR,French,Cheval de Troie,La tension monte après la perte d'un membre de l'équipe.
Severance,95396,tv_episode,2,5,zh,CN,Mandarin,特洛伊木马,遭遇损失后，团队的气氛变得紧张。
Severance,95396,tv_episode,2,5,sv,SE,Swedish,Trojan’s Horse,Spänningar uppstår efter att teamet lider en förlust.
Severance,95396,tv_episode,2,5,es,MX,Spanish,El caballo de Troya,El equipo se torna tenso al sufrir una pérdida.
Severance,95396,tv_episode,2,5,pl,PL,Polish,Koń trojański,"Zespół doświadcza straty, przez co pojawiają się w nim napięcia."
Severance,95396,tv_episode,2,5,zh,TW,Mandarin,特洛伊木馬,團隊因為蒙受損失而劍拔弩張。
Severance,95396,tv_episode,2,5,cs,CZ,Czech,Trójský kůň,Po utrpěné ztrátě v týmu roste napětí.
Severance,95396,tv_episode,2,5,tr,TR,Turkish,Truva Atı,Ekip bir mağlubiyet yaşadıktan sonra gerilimler yaşanır.
Severance,95396,tv_episode,2,5,nl,NL,Dutch,Het paard van Troje,Er doen zich spanningen voor als het team een tegenslag te verwerken krijgt.
Severance,95396,tv_episode,2,5,th,TH,Thai,ม้าเมืองทรอย,ความตึงเครียดทวีคูณเมื่อทีมต้องสูญเสีย
Severance,95396,tv_episode,2,5,ar,SA,Arabic,"حصان ""طروادة""",نشوء توتّرات عقب تكبّد الفريق خسارة.
Severance,95396,tv_episode,2,5,fa,IR,Persian,اسب تروا,
Severance,95396,tv_episode,2,5,uk,UA,Ukrainian,Троянський кінь,Після втрати в команді виникає напруга.
Severance,95396,tv_episode,2,5,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,5,zh,HK,Mandarin,特洛伊木馬,團隊痛失摯友後，關係變得緊張。
Severance,95396,tv_episode,2,5,da,DK,Danish,Trojan’s Horse,"Spændingerne bryder ud i lys lue, da teamet oplever et tab."
Severance,95396,tv_episode,2,5,zh,SG,Mandarin,特洛伊木马,遭遇损失后，团队的气氛变得紧张。
Severance,95396,tv_episode,2,5,vi,VN,Vietnamese,Con Ngựa Thành Trojan,Căng thẳng nổi lên sau khi đội phải chịu một mất mát.
Severance,95396,tv_episode,2,5,sr,RS,Serbian,,
Severance,95396,tv_episode,2,5,fi,FI,Finnish,Trojan’s Horse,Jännitteitä nousee tiimin koettua menetyksen.
Severance,95396,tv_episode,2,5,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,5,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,5,ar,AE,Arabic,"حصان ""طروادة""",نشوء توتّرات عقب تكبّد الفريق خسارة.
Severance,95396,tv_episode,2,5,fr,CA,French,Cheval de Troie,La tension monte après la perte d'un membre de l'équipe.
Severance,95396,tv_episode,2,5,hi,IN,Hindi,गुप्त हथियार,टीम को एक बड़ा झटका लगने के बाद तनावपूर्ण स्थितियाँ पैदा होती हैं।
Severance,95396,tv_episode,2,5,id,ID,Indonesian,Kuda Troya,Ketegangan muncul setelah tim mengalami kehilangan.
Severance,95396,tv_episode,2,5,no,NO,Norwegian,Trojan’s Horse,Spenning oppstår etter at laget opplever et tap.
Severance,95396,tv_episode,2,5,pt,PT,Portuguese,Cavalo de Troia,A tensão aumenta após uma perda da equipa.
Severance,95396,tv_episode,2,5,sk,SK,Slovak,Trójsky kôň,Po strate v tíme narastá napätie.
Severance,95396,tv_episode,2,5,et,EE,Estonian,,
Severance,95396,tv_episode,2,5,ro,RO,Romanian,Calul troian,Tensiunile ies la iveală după ce echipa suferă o pierdere.
Severance,95396,tv_episode,2,5,hr,HR,Croatian,,
Severance,95396,tv_episode,2,5,ka,GE,Georgian,,
