titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,10,en,US,English,Cold Harbor,"Mark forms a shaky alliance in an all-or-nothing play, while the team makes a dangerous last stand."
Severance,95396,tv_episode,2,10,ru,RU,Russian,Колд-Харбор,Финал сезона.
Severance,95396,tv_episode,2,10,pt,BR,Portuguese,Cold Harbor,"Mark forma uma aliança instável e arrisca tudo ou nada, enquanto a equipe faz uma última jogada perigosa."
Severance,95396,tv_episode,2,10,hu,HU,Hungarian,Cold Harbor,Évadzáró.
Severance,95396,tv_episode,2,10,it,IT,Italian,Cold Harbor,Finale di stagione.
Severance,95396,tv_episode,2,10,es,ES,Spanish,Cold Harbor,"Mark forma una alianza inestable en una jugada a todo o nada, mientras el equipo hace una peligrosa última resistencia."
Severance,95396,tv_episode,2,10,ja,JP,Japanese,コールド・ハーバー,シーズン最終話
Severance,95396,tv_episode,2,10,ko,KR,Korean,콜드 하버,시즌 마지막 회.
Severance,95396,tv_episode,2,10,de,DE,German,Cold Harbor,Staffelfinale.
Severance,95396,tv_episode,2,10,el,GR,Greek,Κολντ Χάρμπορ,Φινάλε της σεζόν.
Severance,95396,tv_episode,2,10,he,IL,Hebrew,קולד הארבור,פרק סיום העונה.
Severance,95396,tv_episode,2,10,fr,FR,French,Cold Harbor,"Mark forme une alliance incertaine dans un coup où il mise tout, l'équipe s'engage dans un dangereux dernier acte de résistance."
Severance,95396,tv_episode,2,10,zh,CN,Mandarin,冷港,马克孤注一掷的建了一个不稳定的联盟，而团队则进行了危险的最后一博。
Severance,95396,tv_episode,2,10,sv,SE,Swedish,Cold Harbor,Säsongsfinal.
Severance,95396,tv_episode,2,10,es,MX,Spanish,Cold Harbor,Mark forma una alianza inestable para una jugada decisiva mientras que el equipo lanza una última y arriesgada defensa.
Severance,95396,tv_episode,2,10,pl,PL,Polish,Cold Harbor,Finał sezonu.
Severance,95396,tv_episode,2,10,zh,TW,Mandarin,冷港,本季最終集。
Severance,95396,tv_episode,2,10,cs,CZ,Czech,Cold Harbor,Závěrečný díl řady.
Severance,95396,tv_episode,2,10,tr,TR,Turkish,Cold Harbor,Sezon finali.
Severance,95396,tv_episode,2,10,nl,NL,Dutch,Cold Harbor,"Mark vormt een wankele alliantie in een alles-of-niets-spel, terwijl het team een ​​gevaarlijke laatste poging waagt."
Severance,95396,tv_episode,2,10,th,TH,Thai,โคลด์ฮาร์เบอร์,ตอนสุดท้ายของซีซั่น
Severance,95396,tv_episode,2,10,ar,SA,Arabic,"""كولد هاربر""",خاتمة الموسم.
Severance,95396,tv_episode,2,10,fa,IR,Persian,کولد هاربر,
Severance,95396,tv_episode,2,10,uk,UA,Ukrainian,Колд-Гарбор,"Марк укладає хиткий союз у грі «все або нічого», поки команда йде в небезпечний останній бій."
Severance,95396,tv_episode,2,10,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,10,zh,HK,Mandarin,冷港,今季大結局。
Severance,95396,tv_episode,2,10,da,DK,Danish,Cold Harbor,Sæsonfinale.
Severance,95396,tv_episode,2,10,zh,SG,Mandarin,冷港,本季大结局。
Severance,95396,tv_episode,2,10,vi,VN,Vietnamese,Cold Harbor,Tập cuối mùa.
Severance,95396,tv_episode,2,10,sr,RS,Serbian,,
Severance,95396,tv_episode,2,10,fi,FI,Finnish,Cold Harbor,Kauden päätösjakso.
Severance,95396,tv_episode,2,10,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,10,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,10,ar,AE,Arabic,"""كولد هاربر""",خاتمة الموسم.
Severance,95396,tv_episode,2,10,fr,CA,French,Cold Harbor,Mark forme une alliance de la dernière chance pendant que l’équipe se lance dans un ultime baroud d’honneur.
Severance,95396,tv_episode,2,10,hi,IN,Hindi,कोल्ड हार्बर,सीज़न का फ़िनाले।
Severance,95396,tv_episode,2,10,id,ID,Indonesian,Pelabuhan Dingin,Episode terakhir musim ini.
Severance,95396,tv_episode,2,10,no,NO,Norwegian,Cold Harbor,Sesongfinale.
Severance,95396,tv_episode,2,10,pt,PT,Portuguese,Cold Harbor,Último episódio da temporada.
Severance,95396,tv_episode,2,10,sk,SK,Slovak,Cold Harbor,Koniec série.
Severance,95396,tv_episode,2,10,et,EE,Estonian,,
Severance,95396,tv_episode,2,10,ro,RO,Romanian,Portul rece,"Mark formează o alianță fragilă într-o mișcare de totul sau nimic, în timp ce echipa face o ultimă rezistență periculoasă."
Severance,95396,tv_episode,2,10,hr,HR,Croatian,,
Severance,95396,tv_episode,2,10,ka,GE,Georgian,,
