titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,6,en,US,English,Attila,Bonds are tested. Mark continues on his path of discovery.
Severance,95396,tv_episode,2,6,ru,RU,Russian,Аттила,Отношения проходят проверку. Марк продвигается вперед.
Severance,95396,tv_episode,2,6,pt,BR,Portuguese,Átila,Laços são testados. Mark continua fazendo descobertas.
Severance,95396,tv_episode,2,6,hu,HU,Hungarian,Attila,A szövetségekre próbatétel vár. Mark további felfedezéseket tesz.
Severance,95396,tv_episode,2,6,it,IT,Italian,Attila,I legami vengono messi alla prova. Mark continua il suo percorso di scoperta.
Severance,95396,tv_episode,2,6,es,ES,Spanish,Atila,Se ponen a prueba las alianzas. Mark sigue indagando.
Severance,95396,tv_episode,2,6,ja,JP,Japanese,アッティラ,絆が試される。マークは発見の旅を続ける。
Severance,95396,tv_episode,2,6,ko,KR,Korean,아틸라,유대감이 시험받는다. 마크는 진실을 찾는 여정을 계속한다.
Severance,95396,tv_episode,2,6,de,DE,German,Attila,"Bindungen werden auf die Probe gestellt, während Mark seinen Weg der Erkenntnis unbeirrt fortsetzt."
Severance,95396,tv_episode,2,6,el,GR,Greek,Αττίλας,Οι δεσμοί δοκιμάζονται. Ο Μαρκ συνεχίζει το μονοπάτι της εξερεύνησης.
Severance,95396,tv_episode,2,6,he,IL,Hebrew,אטילה,קשרים עומדים למבחן. מארק ממשיך לגלות דברים.
Severance,95396,tv_episode,2,6,fr,FR,French,Attila,Les liens sont mis à l'épreuve. Mark poursuit sa quête de vérité.
Severance,95396,tv_episode,2,6,zh,CN,Mandarin,阿提拉,众人之间的感情面临挑战。马克继续他的探索之路。
Severance,95396,tv_episode,2,6,sv,SE,Swedish,Attila,Allianser testas. Mark fortsätter upptäcka.
Severance,95396,tv_episode,2,6,es,MX,Spanish,Atila,Los vínculos se ponen a prueba. Mark continúa su camino de descubrimiento.
Severance,95396,tv_episode,2,6,pl,PL,Polish,Attyla,Więzi zostają poddane próbie. Mark odkrywa kolejne informacje.
Severance,95396,tv_episode,2,6,zh,TW,Mandarin,匈奴王阿提拉,眾人的情感遭受考驗。馬克在他的探索之路上繼續前進。
Severance,95396,tv_episode,2,6,cs,CZ,Czech,Attila,Vztahy procházejí zkouškou. Mark pokračuje v objevné cestě.
Severance,95396,tv_episode,2,6,tr,TR,Turkish,Attila,Bağlar sınanır. Mark keşif yolculuğuna devam eder.
Severance,95396,tv_episode,2,6,nl,NL,Dutch,Attila,Bondjes worden op de proef gesteld. Mark doet meer ontdekkingen.
Severance,95396,tv_episode,2,6,th,TH,Thai,อัตติลา,ความผูกพันถูกทดสอบ มาร์คเดินหน้าค้นหาความจริงต่อ
Severance,95396,tv_episode,2,6,ar,SA,Arabic,"""أتيلا""","الروابط تخضع إلى امتحان. و""مارك"" يواصل مسيرته الاستكشافية."
Severance,95396,tv_episode,2,6,fa,IR,Persian,آتیلا,
Severance,95396,tv_episode,2,6,uk,UA,Ukrainian,Аттіла,Відносини випробовуються на міцність. Марк продовжує йти шляхом нових відкриттів.
Severance,95396,tv_episode,2,6,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,6,zh,HK,Mandarin,阿提拉,各人的關係受到考驗。馬克繼續探求真相。
Severance,95396,tv_episode,2,6,da,DK,Danish,Attila,Relationerne sættes på prøve. Marks erkendelsesproces fortsætter.
Severance,95396,tv_episode,2,6,zh,SG,Mandarin,阿提拉,众人之间的感情面临挑战。马克继续他的探索之路。
Severance,95396,tv_episode,2,6,vi,VN,Vietnamese,Attila,Các mối quan hệ bị thử thách. Mark tiếp tục con đường khám phá.
Severance,95396,tv_episode,2,6,sr,RS,Serbian,,
Severance,95396,tv_episode,2,6,fi,FI,Finnish,Attila,Siteitä koetellaan. Mark jatkaa löytöjen tiellä.
Severance,95396,tv_episode,2,6,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,6,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,6,ar,AE,Arabic,"""أتيلا""","الروابط تخضع إلى امتحان. و""مارك"" يواصل مسيرته الاستكشافية."
Severance,95396,tv_episode,2,6,fr,CA,French,Attila,Les liens sont mis à l'épreuve. Mark poursuit sa quête de vérité.
Severance,95396,tv_episode,2,6,hi,IN,Hindi,अटीला,सम्बन्धों की आज़माइश होती है। मार्क अपनी खोज जारी रखता है।
Severance,95396,tv_episode,2,6,id,ID,Indonesian,Attila,Ikatan diuji. Mark melanjutkan perjalanan penemuannya.
Severance,95396,tv_episode,2,6,no,NO,Norwegian,Attila,Vennskap settes på prøve. Mark fortsetter med oppdagelsene.
Severance,95396,tv_episode,2,6,pt,PT,Portuguese,Átila,Os laços são testados. Mark continua a sua descoberta.
Severance,95396,tv_episode,2,6,sk,SK,Slovak,Attila,Vzťahy podliehajú skúške. Mark pokračuje na ceste k objavu.
Severance,95396,tv_episode,2,6,et,EE,Estonian,,
Severance,95396,tv_episode,2,6,ro,RO,Romanian,Attila,Legăturile sunt puse la încercare. Mark își continuă drumul descoperirii.
Severance,95396,tv_episode,2,6,hr,HR,Croatian,,
Severance,95396,tv_episode,2,6,ka,GE,Georgian,,
