titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,1,en,US,English,"Hello, Ms. Cobel",Mark returns to work under different circumstances. Secrets from the Outie world come to light.
Severance,95396,tv_episode,2,1,ru,RU,Russian,"Здравствуйте, мисс Кобэл","Марк возвращается в офис, но обстоятельства изменились. Становятся известны тайны из мира экстр."
Severance,95396,tv_episode,2,1,pt,BR,Portuguese,"Olá, senhora Cobel",Mark retorna ao trabalho sob circunstâncias diferentes. Segredos do mundo externo vêm à tona.
Severance,95396,tv_episode,2,1,hu,HU,Hungarian,"Helló, Ms. Cobel",Mark megváltozott körülmények között tér vissza dolgozni. Titkokra derül fény a kinti világból.
Severance,95396,tv_episode,2,1,it,IT,Italian,"Salve, signora Cobel",Mark ritorna al lavoro in circostanze diverse. Segreti che provengono dal mondo degli Esterni vengono alla luce.
Severance,95396,tv_episode,2,1,es,ES,Spanish,"Hola, señora Cobel","Mark vuelve al trabajo, pero las circunstancias han cambiado. Salen a la luz secretos del mundo exterior."
Severance,95396,tv_episode,2,1,ja,JP,Japanese,こんにちは コベルさん,職場環境が変化したルーモンの分離フロアにマークが復帰。アウティの世界の秘密が明らかになる。
Severance,95396,tv_episode,2,1,ko,KR,Korean,"안녕하세요, 코벨 씨",마크가 회사로 돌아오자 상황이 달라져 있다. 아우티 세상의 비밀이 드러난다.
Severance,95396,tv_episode,2,1,de,DE,German,Radikale Veränderungen,"Nach der Rückkehr von Mark an seinen Arbeitsplatz, haben sich die Umstände geändert. Geheimnisse aus der Welt der Outies werden enthüllt."
Severance,95396,tv_episode,2,1,el,GR,Greek,"Γεια σας, κυρία Κομπέλ",Ο Μαρκ επιστρέφει στη δουλειά υπό διαφορετικές συνθήκες. Μυστικά από τον κόσμο του Απέξω έρχονται στο φως.
Severance,95396,tv_episode,2,1,he,IL,Hebrew,"שלום, גברת קובל",מארק חוזר למשרד ומגלה מציאות חדשה. סודות מעולמו של החיצוני שלו מתגלים.
Severance,95396,tv_episode,2,1,fr,FR,French,"Bonjour, Mme Cobel","De retour au bureau, Mark fait face à une nouvelle réalité. Des secrets du monde extérieur sont révélés."
Severance,95396,tv_episode,2,1,zh,CN,Mandarin,你好 科贝尔女士,马克回去上班，但公司情况有变。外面世界的秘密浮出水面。
Severance,95396,tv_episode,2,1,sv,SE,Swedish,"Hello, Ms. Cobel",Mark återvänder till jobbet till ändrade förhållanden. Hemligheter från utisvärlden avslöjas.
Severance,95396,tv_episode,2,1,es,MX,Spanish,"Hola, Srita. Cobel",Mark regresa a la oficina bajo circunstancias distintas. Secretos del mundo de los exus salen a la luz.
Severance,95396,tv_episode,2,1,pl,PL,Polish,"Witamy, pani Cobel",Mark wraca do pracy w nowych okolicznościach. Na jaw wychodzą tajemnice ze świata na zewnątrz.
Severance,95396,tv_episode,2,1,zh,TW,Mandarin,哈囉，考貝爾女士,馬克回到職場，面臨不同的環境。外界人格世界的祕密浮出檯面。
Severance,95396,tv_episode,2,1,cs,CZ,Czech,"Dobrý den, slečno Cobelová",Mark se vrací do práce za pozměněných podmínek. Dojde k odhalení tajemství z venkovního světa.
Severance,95396,tv_episode,2,1,tr,TR,Turkish,Merhaba Bayan Cobel,Mark farklı koşullar altında işe döner. Dışsal dünyanın sırları gün yüzüne çıkar.
Severance,95396,tv_episode,2,1,nl,NL,Dutch,"Hallo, Miss Cobel",Mark keert onder andere omstandigheden terug naar zijn werk. Geheimen van de outiewereld komen aan het licht.
Severance,95396,tv_episode,2,1,th,TH,Thai,สวัสดี คุณโคเบล,มาร์คกลับมาทำงานในสถานการณ์ใหม่ ความลับจากโลกคนนอกเริ่มโผล่ออกมา
Severance,95396,tv_episode,2,1,ar,SA,Arabic,"مرحباً يا سيدة ""كوبيل""","""مارك"" يعود إلى العمل تحت ظروف مختلفة. وانكشاف أسرار من عالم الذوات الخارجية."
Severance,95396,tv_episode,2,1,fa,IR,Persian,سلام خانم کوبل,
Severance,95396,tv_episode,2,1,uk,UA,Ukrainian,"Вітаю, міс Кобел",Марк повертається на службу за нових обставин. Розкриваються таємниці світу зовників.
Severance,95396,tv_episode,2,1,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,1,zh,HK,Mandarin,高保小姐，你好,馬克在不同處境下重返崗位。外面世界的秘密浮面。
Severance,95396,tv_episode,2,1,da,DK,Danish,"Hello, Ms. Cobel",Mark vender tilbage til arbejdet under forandrede omstændigheder. Hemmeligheder fra uderverdenen kommer frem.
Severance,95396,tv_episode,2,1,zh,SG,Mandarin,你好 科贝尔女士,马克回去上班，但公司情况有变。外面世界的秘密浮出水面。
Severance,95396,tv_episode,2,1,vi,VN,Vietnamese,"Xin Chào, Bà Cobel",Mark đi làm lại với điều kiện làm việc khác. Những bí mật về thế giới bên ngoài được hé lộ.
Severance,95396,tv_episode,2,1,sr,RS,Serbian,,
Severance,95396,tv_episode,2,1,fi,FI,Finnish,"Hello, Ms. Cobel",Mark palaa töihin eri olosuhteissa. Ulkojen maailman salaisuuksia paljastuu.
Severance,95396,tv_episode,2,1,bg,BG,Bulgarian,,
