titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,3,en,US,English,Who Is Alive?,"Mark, Helly, Irving, and Dylan search for answers."
Severance,95396,tv_episode,2,3,ru,RU,Russian,Кто жив?,"Марк, Хелли, Ирвинг и Дилан ищут ответы."
Severance,95396,tv_episode,2,3,pt,BR,Portuguese,Quem está viva?,"Mark, Helly, Irving e Dylan procuram respostas."
Severance,95396,tv_episode,2,3,hu,HU,Hungarian,Ki van életben?,"Mark, Helly, Irving és Dylan válaszok után kutatnak."
Severance,95396,tv_episode,2,3,it,IT,Italian,Chi è vivo?,"Mark, Helly, Irving e Dylan cercano risposte."
Severance,95396,tv_episode,2,3,es,ES,Spanish,¿Quién está vivo?,"Mark, Helly, Irving y Dylan buscan respuestas."
Severance,95396,tv_episode,2,3,ja,JP,Japanese,生きてるのは誰？,マーク、ヘリー、アーヴィング、ディランは答えを探し求める。
Severance,95396,tv_episode,2,3,ko,KR,Korean,누가 살아 있나?,"마크와 헬리, 어빙 그리고 딜런은 해답을 쫓는다."
Severance,95396,tv_episode,2,3,de,DE,German,Fünf Fragen - Wieder?,"Mark, Helly, Irving und Dylan suchen nach Antworten."
Severance,95396,tv_episode,2,3,el,GR,Greek,Ποια είναι ζωντανή;,"Ο Μαρκ, η Χέλι, ο Έρβινγκ κι ο Ντίλαν αναζητούν απαντήσεις."
Severance,95396,tv_episode,2,3,he,IL,Hebrew,מי בחיים?,"מארק, הלי ואירווינג מחפשים תשובות."
Severance,95396,tv_episode,2,3,fr,FR,French,Qui est vivante ?,"Mark, Helly, Irving et Dylan cherchent des réponses."
Severance,95396,tv_episode,2,3,zh,CN,Mandarin,活着的是谁？,马克、赫莉、欧文和迪伦寻找答案。
Severance,95396,tv_episode,2,3,sv,SE,Swedish,Who Is Alive?,"Mark, Helly, Irving och Dylan letar efter svar."
Severance,95396,tv_episode,2,3,es,MX,Spanish,¿Quién está viva?,"Mark, Helly, Irving y Dylan buscan respuestas."
Severance,95396,tv_episode,2,3,pl,PL,Polish,Kto żyje?,"Mark, Helly, Irving i Dylan szukają odpowiedzi."
Severance,95396,tv_episode,2,3,zh,TW,Mandarin,誰還活著？,馬克、海莉、爾文和迪倫尋找答案。
Severance,95396,tv_episode,2,3,cs,CZ,Czech,Kdo žije?,"Mark, Helly, Irving a Dylan pátrají po odpovědích."
Severance,95396,tv_episode,2,3,tr,TR,Turkish,Kim Yaşıyor?,"Mark, Helly, Irving ve Dylan cevaplar arar."
Severance,95396,tv_episode,2,3,nl,NL,Dutch,Wie leeft nog?,"Mark, Helly, Irving en Dylan gaan op zoek naar antwoorden."
Severance,95396,tv_episode,2,3,th,TH,Thai,ใครยังไม่ตายนะ,มาร์ค เฮลลี่ เออร์วิง และดีแลนค้นหาคำตอบ
Severance,95396,tv_episode,2,3,ar,SA,Arabic,"""من الحية؟""","""مارك"" و""هيلي"" و""إرفينغ"" و""ديلان"" يبحثون عن أجوبة."
Severance,95396,tv_episode,2,3,fa,IR,Persian,چه کسی زنده است؟,
Severance,95396,tv_episode,2,3,uk,UA,Ukrainian,Хто жива?,"Марк, Геллі, Ірвінґ і Ділан шукають відповіді."
Severance,95396,tv_episode,2,3,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,3,zh,HK,Mandarin,有誰在生？,馬克、凱莉、艾榮和狄倫尋找答案
Severance,95396,tv_episode,2,3,da,DK,Danish,Who Is Alive?,"Mark, Helly, Irving og Dylan leder efter svar."
Severance,95396,tv_episode,2,3,zh,SG,Mandarin,活着的是谁？,马克、赫莉、欧文和迪伦寻找答案。
Severance,95396,tv_episode,2,3,vi,VN,Vietnamese,Ai Còn Sống?,"Mark, Helly, Irving và Dylan đi tìm câu trả lời."
Severance,95396,tv_episode,2,3,sr,RS,Serbian,,
Severance,95396,tv_episode,2,3,fi,FI,Finnish,Who Is Alive?,"Mark, Helly, Irving ja Dylan etsivät vastauksia."
Severance,95396,tv_episode,2,3,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,3,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,3,ar,AE,Arabic,"""من الحية؟""","""مارك"" و""هيلي"" و""إرفينغ"" و""ديلان"" يبحثون عن أجوبة."
Severance,95396,tv_episode,2,3,fr,CA,French,Qui est vivante ?,"Mark, Helly, Irving et Dylan cherchent des réponses."
Severance,95396,tv_episode,2,3,hi,IN,Hindi,कौन ज़िंदा है?,"मार्क, हेल्ली, अर्विंग, और डिलन सवालों के जवाब ढूँढते हैं।"
Severance,95396,tv_episode,2,3,id,ID,Indonesian,Siapa yang Masih Hidup?,"Mark, Helly, Irving, dan Dylan mencari jawaban."
Severance,95396,tv_episode,2,3,no,NO,Norwegian,Who Is Alive?,"Mark, Helly, Irving og Dylan leter etter svar."
Severance,95396,tv_episode,2,3,pt,PT,Portuguese,Quem está vivo?,"Mark, Helly, Irving e Dylan procuram respostas."
Severance,95396,tv_episode,2,3,sk,SK,Slovak,Kto je nažive?,"Mark, Helly, Irving a Dylan hľadajú odpovede."
Severance,95396,tv_episode,2,3,et,EE,Estonian,,
Severance,95396,tv_episode,2,3,ro,RO,Romanian,Cine este în viață?,"Mark, Helly, Irving și Dylan caută răspunsuri."
Severance,95396,tv_episode,2,3,hr,HR,Croatian,,
Severance,95396,tv_episode,2,3,ka,GE,Georgian,,
