titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,4,en,US,English,Woe's Hollow,The team participates in a group activity.
Severance,95396,tv_episode,2,4,ru,RU,Russian,Лощина печали,Команда участвует в групповом мероприятии.
Severance,95396,tv_episode,2,4,pt,BR,Portuguese,Vale da aflição,A equipe participa de uma atividade em grupo.
Severance,95396,tv_episode,2,4,hu,HU,Hungarian,A Bús Katlan,A csapat csoportos foglalkozáson vesz részt.
Severance,95396,tv_episode,2,4,it,IT,Italian,La Valle del Dolore,Il team partecipa a un'attività di gruppo.
Severance,95396,tv_episode,2,4,es,ES,Spanish,El abismo de Aflicción,El equipo participa en una actividad en grupo.
Severance,95396,tv_episode,2,4,ja,JP,Japanese,悲しみの谷,マクロデータ改良部はあるグループ活動に参加する。
Severance,95396,tv_episode,2,4,ko,KR,Korean,비애의 골짜기,팀이 그룹 활동에 참여한다.
Severance,95396,tv_episode,2,4,de,DE,German,Die Senke des Kummers,Das Team nimmt an einer Gruppenaktivität teil.
Severance,95396,tv_episode,2,4,el,GR,Greek,Η Κοιλάδα της Οδύνης,Η ομάδα παίρνει μέρος σε μια ομαδική δραστηριότητα.
Severance,95396,tv_episode,2,4,he,IL,Hebrew,אגן הצער,הצוות משתתף בפעילות קבוצתית.
Severance,95396,tv_episode,2,4,fr,FR,French,Le vallon de l'Affliction,L’équipe participe à une activité de groupe.
Severance,95396,tv_episode,2,4,zh,CN,Mandarin,悲伤谷,团队参加了团体活动。
Severance,95396,tv_episode,2,4,sv,SE,Swedish,,
Severance,95396,tv_episode,2,4,es,MX,Spanish,La Cuenca de la Aflicción,El equipo participa en una actividad grupal.
Severance,95396,tv_episode,2,4,pl,PL,Polish,Padół Rozpaczy,Zespół bierze udział w zajęciach grupowych.
Severance,95396,tv_episode,2,4,zh,TW,Mandarin,悲傷谷,團隊參加了一個團體活動。
Severance,95396,tv_episode,2,4,cs,CZ,Czech,Kotlina trápení,Tým se účastní skupinové aktivity.
Severance,95396,tv_episode,2,4,tr,TR,Turkish,Woe’s Hollow,Ekip bir grup aktivitesine katılır.
Severance,95396,tv_episode,2,4,nl,NL,Dutch,Woe’s Hollow,Het team doet mee aan een groepsactiviteit.
Severance,95396,tv_episode,2,4,th,TH,Thai,เวิ้งทุกขตา,ทั้งแผนกเข้าร่วมกิจกรรมกลุ่ม
Severance,95396,tv_episode,2,4,ar,SA,Arabic,"""جوف الشقاء""",الفريق يشارك في نشاط جماعي.
Severance,95396,tv_episode,2,4,fa,IR,Persian,دره اندوه,
Severance,95396,tv_episode,2,4,uk,UA,Ukrainian,Ущелина смутку,Команда вирушає на груповий ретрит.
Severance,95396,tv_episode,2,4,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,4,zh,HK,Mandarin,哀之谷,團隊參與一個群體活動。
Severance,95396,tv_episode,2,4,da,DK,Danish,Woe’s Hollow,Teamet deltager i en fællesaktivitet.
Severance,95396,tv_episode,2,4,zh,SG,Mandarin,悲伤谷,团队参加了团体活动。
Severance,95396,tv_episode,2,4,vi,VN,Vietnamese,Hõm Phiền Muộn,Đội tham gia vào một hoạt động nhóm.
Severance,95396,tv_episode,2,4,sr,RS,Serbian,,
Severance,95396,tv_episode,2,4,fi,FI,Finnish,Woe’s Hollow,Tiimi osallistuu ryhmätoimintaan.
Severance,95396,tv_episode,2,4,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,4,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,4,ar,AE,Arabic,"""جوف الشقاء""",الفريق يشارك في نشاط جماعي.
Severance,95396,tv_episode,2,4,fr,CA,French,Le vallon de l'Affliction,L’équipe participe à une activité de groupe.
Severance,95396,tv_episode,2,4,hi,IN,Hindi,दुःख की खोह,टीम एक सामूहिक गतिविधि में हिस्सा लेती है।
Severance,95396,tv_episode,2,4,id,ID,Indonesian,Lembah Duka,Para anggota tim berpartisipasi dalam kegiatan kelompok.
Severance,95396,tv_episode,2,4,no,NO,Norwegian,Woe’s Hollow,Laget deltar i en gruppeaktivitet.
Severance,95396,tv_episode,2,4,pt,PT,Portuguese,Vale da aflição,A equipa participa numa atividade em grupo.
Severance,95396,tv_episode,2,4,sk,SK,Slovak,Dolina strasti,Tím sa zúčastní skupinovej aktivity.
Severance,95396,tv_episode,2,4,et,EE,Estonian,,
Severance,95396,tv_episode,2,4,ro,RO,Romanian,Văgăuna suferinței,Echipa participă la o activitate de grup.
Severance,95396,tv_episode,2,4,hr,HR,Croatian,,
Severance,95396,tv_episode,2,4,ka,GE,Georgian,,
