titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,8,en,US,English,Sweet Vitriol,Discoveries are made.
Severance,95396,tv_episode,2,8,ru,RU,Russian,Сладкая желчь,Новые открытия.
Severance,95396,tv_episode,2,8,pt,BR,Portuguese,Doce vitríolo,Descobertas são feitas.
Severance,95396,tv_episode,2,8,hu,HU,Hungarian,Édes vitriol,Néhány dologra fény derül.
Severance,95396,tv_episode,2,8,it,IT,Italian,Dolce vetriolo,Vengono fatte delle scoperte.
Severance,95396,tv_episode,2,8,es,ES,Spanish,Vitriolo dulce,Hay nuevos descubrimientos.
Severance,95396,tv_episode,2,8,ja,JP,Japanese,コベルの故郷,新たな発見がある
Severance,95396,tv_episode,2,8,ko,KR,Korean,달콤한 독,새로운 사실이 밝혀진다.
Severance,95396,tv_episode,2,8,de,DE,German,Alte Dämonen,Neue Entdeckungen werden gemacht.
Severance,95396,tv_episode,2,8,el,GR,Greek,Γλυκό Βιτριόλι,Γίνονται αποκαλύψεις.
Severance,95396,tv_episode,2,8,he,IL,Hebrew,ויטריול מתוק,תגליות מתגלות.
Severance,95396,tv_episode,2,8,fr,FR,French,Doux vitriol,Des découvertes sont faites.
Severance,95396,tv_episode,2,8,zh,CN,Mandarin,甜矾油,有所发现。
Severance,95396,tv_episode,2,8,sv,SE,Swedish,Sweet Vitriol,Upptäckter görs.
Severance,95396,tv_episode,2,8,es,MX,Spanish,Dulce desprecio,Se hacen descubrimientos.
Severance,95396,tv_episode,2,8,pl,PL,Polish,Słodki jad,Dochodzi do pewnych odkryć.
Severance,95396,tv_episode,2,8,zh,TW,Mandarin,甘甜辛辣,有所發現。
Severance,95396,tv_episode,2,8,cs,CZ,Czech,Sladký vitriol,Jsou učiněny nové objevy.
Severance,95396,tv_episode,2,8,tr,TR,Turkish,Tatlı Sert Eleştiriler,Keşifler yapılır.
Severance,95396,tv_episode,2,8,nl,NL,Dutch,Zoet venijn,Er worden ontdekkingen gedaan.
Severance,95396,tv_episode,2,8,th,TH,Thai,ความพยาบาทแสนหวาน,เกิดการค้นพบ
Severance,95396,tv_episode,2,8,ar,SA,Arabic,زاج حلو,اكتشافات صادمة.
Severance,95396,tv_episode,2,8,fa,IR,Persian,ویتریول شیرین,
Severance,95396,tv_episode,2,8,uk,UA,Ukrainian,Солодка отрута,Спливають нові факти.
Severance,95396,tv_episode,2,8,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,8,zh,HK,Mandarin,甜礬,各人有新發現。
Severance,95396,tv_episode,2,8,da,DK,Danish,Sweet Vitriol,Der gøres nye opdagelser.
Severance,95396,tv_episode,2,8,zh,SG,Mandarin,甜矾油,有所发现。
Severance,95396,tv_episode,2,8,vi,VN,Vietnamese,Sự Đả Kích Ngọt Ngào,Có những phát hiện mới.
Severance,95396,tv_episode,2,8,sr,RS,Serbian,,
Severance,95396,tv_episode,2,8,fi,FI,Finnish,Sweet Vitriol,Löytöjä tehdään.
Severance,95396,tv_episode,2,8,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,8,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,8,ar,AE,Arabic,زاج حلو,اكتشافات صادمة.
Severance,95396,tv_episode,2,8,fr,CA,French,Doux vitriol,Des découvertes sont faites.
Severance,95396,tv_episode,2,8,hi,IN,Hindi,मीठी आलोचना,रहस्यों से पर्दा उठता है।
Severance,95396,tv_episode,2,8,id,ID,Indonesian,Vitriol Manis,Penemuan telah dilakukan.
Severance,95396,tv_episode,2,8,no,NO,Norwegian,Sweet Vitriol,Funn blir gjort.
Severance,95396,tv_episode,2,8,pt,PT,Portuguese,Doce vitríolo,Fazem-se descobertas.
Severance,95396,tv_episode,2,8,sk,SK,Slovak,Sladký jed,Nové objavenia.
Severance,95396,tv_episode,2,8,et,EE,Estonian,,
Severance,95396,tv_episode,2,8,ro,RO,Romanian,Dulcele vitriol,Se fac descoperiri.
Severance,95396,tv_episode,2,8,hr,HR,Croatian,,
Severance,95396,tv_episode,2,8,ka,GE,Georgian,,
