titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Severance,95396,tv_episode,2,2,en,US,English,"Goodbye, Mrs. Selvig",Mark contemplates the meaning of a message.
Severance,95396,tv_episode,2,2,ru,RU,Russian,"До свидания, миссис Селвиг",Марк размышляет о смысле послания.
Severance,95396,tv_episode,2,2,pt,BR,Portuguese,"Adeus, senhora Selvig",Mark contempla o significado de uma mensagem.
Severance,95396,tv_episode,2,2,hu,HU,Hungarian,"Viszlát, Mrs. Selvig",Mark egy üzenet jelentésén tűnődik.
Severance,95396,tv_episode,2,2,it,IT,Italian,"Addio, signora Selvig",Mark riflette sul significato di un messaggio.
Severance,95396,tv_episode,2,2,es,ES,Spanish,"Adiós, señora Selvig",Mark se cuestiona el significado de un mensaje.
Severance,95396,tv_episode,2,2,ja,JP,Japanese,さようなら セルヴィグさん,マークはメッセージの意味を慎重に考える。
Severance,95396,tv_episode,2,2,ko,KR,Korean,"잘 가요, 셀빅 부인",마크는 메시지의 의미를 고민한다.
Severance,95396,tv_episode,2,2,de,DE,German,Was ist mit Gemma?,Outie Mark zerbricht sich den Kopf über die Bedeutung einer Nachricht. Lumon setzt sich mit den Auswirkungen des Überstundenkontigents auseinander.
Severance,95396,tv_episode,2,2,el,GR,Greek,"Αντίο, κυρία Σέλβιγκ",Ο Μαρκ αναλογίζεται τη σημασία ενός μηνύματος
Severance,95396,tv_episode,2,2,he,IL,Hebrew,"להתראות, גברת סלוויג",מארק מהרהר במשמעות ההודעה.
Severance,95396,tv_episode,2,2,fr,FR,French,"Au revoir, Mme Selvig",Mark s'interroge sur le sens d'un message.
Severance,95396,tv_episode,2,2,zh,CN,Mandarin,再见 塞尔维格太太,外面的马克思考某个讯息的涵义。卢蒙努力处理紧急加班的后果。
Severance,95396,tv_episode,2,2,sv,SE,Swedish,"Goodbye, Mrs. Selvig",Mark begrundar ett meddelandes mening.
Severance,95396,tv_episode,2,2,es,MX,Spanish,"Adiós, Sra. Selvig",Mark analiza el significado de un mensaje.
Severance,95396,tv_episode,2,2,pl,PL,Polish,"Żegnamy, pani Selvig",Mark zastanawia się nad znaczeniem pewnej wiadomości.
Severance,95396,tv_episode,2,2,zh,TW,Mandarin,再見，西維格太太,馬克思索某則訊息的意義。
Severance,95396,tv_episode,2,2,cs,CZ,Czech,"Sbohem, paní Selvigová",Mark přemýšlí nad významem vzkazu.
Severance,95396,tv_episode,2,2,tr,TR,Turkish,Elveda Bayan Selvig,Mark bir mesajın anlamını düşünür.
Severance,95396,tv_episode,2,2,nl,NL,Dutch,"Tot ziens, Mrs Selvig",Outie Mark denkt na over de betekenis van een boodschap.
Severance,95396,tv_episode,2,2,th,TH,Thai,ลาก่อน คุณนายเซลวิก,มาร์คนั่งขบความหมายจากข้อความปริศนา
Severance,95396,tv_episode,2,2,ar,SA,Arabic,"الوداع يا سيدة ""سيلفغ""","يتأمل ""مارك"" معنى رسالة."
Severance,95396,tv_episode,2,2,fa,IR,Persian,خداحافظ خانم سلویگ,
Severance,95396,tv_episode,2,2,uk,UA,Ukrainian,"Прощайте, місіс Селвіґ",Марк міркує над смислом послання.
Severance,95396,tv_episode,2,2,lt,LT,Lithuanian,,
Severance,95396,tv_episode,2,2,zh,HK,Mandarin,沙維格太太，再見,馬克思考訊息的意思。
Severance,95396,tv_episode,2,2,da,DK,Danish,"Goodbye, Mrs. Selvig",Mark grubler over betydningen af en besked.
Severance,95396,tv_episode,2,2,zh,SG,Mandarin,再见 塞尔维格太太,马克思考某个讯息的涵义。
Severance,95396,tv_episode,2,2,vi,VN,Vietnamese,"Tạm Biệt, Bà Selvig",Mark suy nghĩ về ý nghĩa của thông điệp.
Severance,95396,tv_episode,2,2,sr,RS,Serbian,,
Severance,95396,tv_episode,2,2,fi,FI,Finnish,"Goodbye, Mrs. Selvig",Mark pohtii viestin merkitystä.
Severance,95396,tv_episode,2,2,bg,BG,Bulgarian,,
Severance,95396,tv_episode,2,2,sl,SI,Slovenian,,
Severance,95396,tv_episode,2,2,ar,AE,Arabic,"الوداع يا سيدة ""سيلفغ""","يتأمل ""مارك"" معنى رسالة."
Severance,95396,tv_episode,2,2,fr,CA,French,"Au revoir, Mme Selvig",Mark s'interroge sur le sens d'un message.
Severance,95396,tv_episode,2,2,hi,IN,Hindi,"अलविदा, मिसेज़ सेल्विग",मार्क एक संदेश का अर्थ समझने की कोशिश करता है।
Severance,95396,tv_episode,2,2,id,ID,Indonesian,"Selamat Tinggal, Ny. Selvig",Mark merenungkan arti sebuah pesan.
Severance,95396,tv_episode,2,2,no,NO,Norwegian,"Goodbye, Mrs. Selvig",Mark grubler over betydningen av en melding.
Severance,95396,tv_episode,2,2,pt,PT,Portuguese,"Adeus, Sra. Selvig",Mark analisa o significado de uma mensagem.
Severance,95396,tv_episode,2,2,sk,SK,Slovak,"Zbohom, pani Selvigová",Mark rozmýšľa nad významom odkazu.
Severance,95396,tv_episode,2,2,et,EE,Estonian,,
Severance,95396,tv_episode,2,2,ro,RO,Romanian,"La revedere, doamnă Selvig",Mark meditează asupra sensului unui mesaj.
Severance,95396,tv_episode,2,2,hr,HR,Croatian,,
Severance,95396,tv_episode,2,2,ka,GE,Georgian,,
