titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,3,2,en,US,English,Chapter Two: The Mall Rats,"Nancy and Jonathan follow a lead, Steve and Robin sign on to a secret mission, and Max and Eleven go shopping. A rattled Billy has troubling visions."
Stranger Things,66732,tv_episode,3,2,sv,SE,Swedish,Råttorna,Nancy och Jonathan följer ett spår medan Steve och Robin får ett hemligt uppdrag. Max och Eleven ger sig ut på en shoppingrunda och Billy drabbas av obehagliga visioner.
Stranger Things,66732,tv_episode,3,2,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,3,2,de,DE,German,Kapitel zwei: Ratten,Nancy und Jonathan folgen einer Spur. Steve und Robin treten einer geheimen Mission bei. Max und Elfi gehen shoppen. Billy hat nach einem Vorfall verstörende Visionen.
Stranger Things,66732,tv_episode,3,2,fr,FR,French,Chapitre deux : Comme des rats,Nancy et Jonathan se penchent sur un tuyau alarmant. Steve et Robin sont recrutés pour une mission secrète. Max et Onze font des courses. Billy a des visions troublantes.
Stranger Things,66732,tv_episode,3,2,es,ES,Spanish,Ratas de centro comercial,"Nancy y Jonathan van tras la noticia, Steve y Robin se apuntan a una misión secreta, Maxine y Once se van de compras, y Billy tiene visiones inquietantes."
Stranger Things,66732,tv_episode,3,2,zh,CN,Mandarin,商场老鼠,南茜和乔纳森追查一条线索，史蒂夫和罗宾执行一项秘密任务，麦克斯和十一外出购物。比利心慌意乱，看见了令人不安的幻象。
Stranger Things,66732,tv_episode,3,2,pt,BR,Portuguese,Capítulo dois: O caso dos ratos,"Nancy e Jonathan seguem uma pista. Steve e Robin participam de uma missão secreta, e Max e Onze vão às compras. Billy tem visões perturbadoras."
Stranger Things,66732,tv_episode,3,2,ru,RU,Russian,Вторая глава. Крысы в торговом центре,"Нэнси и Джонатан расследуют странное дело, Стив и Робин участвуют в секретной миссии, а Макс и Одиннадцать идут за покупками. У испуганного Билли тревожные видения."
Stranger Things,66732,tv_episode,3,2,pl,PL,Polish,Rozdział drugi: Szczury z supermarketu,Nancy i Jonathan sprawdzają pewien trop. Steve i Robin podejmują się tajnej misji. Max i Jedenastka idą na zakupy. Roztrzęsiony Billy ma przerażające wizje.
