titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,3,1,en,US,English,"Chapter One: Suzie, Do You Copy?","Summer brings new jobs and budding romance. But the mood shifts when Dustin's radio picks up a Russian broadcast, and Will senses something is wrong."
Stranger Things,66732,tv_episode,3,1,sv,SE,Swedish,"Suzie, hör du mig?","Sommaren för med sig nya jobb och en spirande romans, men stämningen förändras när Dustins radio plockar upp en rysk radiosignal och Will anar att något är fel."
Stranger Things,66732,tv_episode,3,1,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,3,1,de,DE,German,"Kapitel eins: Suzie, hörst du mich?","Der Sommer hat neue Jobs und eine aufkeimende Romanze zu bieten. Doch als Dustins Radio einen russischen Sender empfängt und Will Lunte riecht, kippt die Stimmung."
Stranger Things,66732,tv_episode,3,1,fr,FR,French,"Chapitre un : Suzie, tu me reçois ?","Avec l'été, on prend un nouveau job, on tombe amoureux... Mais un étrange message radio capté par Dustin et une inquiétante réaction de Will cassent toute l'ambiance."
Stranger Things,66732,tv_episode,3,1,es,ES,Spanish,"Suzie, ¿me recibes?",Con el verano llegan nuevos trabajos y un amor incipiente. Pero todo cambia cuando la radio de Dustin capta una emisión en ruso y Will presiente que algo va mal.
Stranger Things,66732,tv_episode,3,1,zh,CN,Mandarin,苏西，能听到吗？,夏季带来了新的工作和萌发的恋情。但当达斯汀的收音机收到一条俄语广播后，氛围却发生了变化。威尔察觉到有点不对劲。
Stranger Things,66732,tv_episode,3,1,pt,BR,Portuguese,"Capítulo um: Está me ouvindo, Suzie?",O verão é época de trabalhos temporários e novos namoros. Mas o clima muda quando Will percebe algo de errado na transmissão em russo captada pelo rádio de Dustin.
Stranger Things,66732,tv_episode,3,1,ru,RU,Russian,"Первая глава. Сьюзи, прием!","Лето приносит новую работу и новую любовь. Однако настроение меняется, когда Дастин перехватывает радиосигнал от русских, и Уилл чувствует, что что-то не так."
Stranger Things,66732,tv_episode,3,1,pl,PL,Polish,"Rozdział pierwszy: Suzie, słyszysz mnie?","Przychodzi lato, a z nim nowe zajęcia i uczucia. Szybko jednak robi się mniej wesoło, gdy Dustin przechwytuje w radiu rosyjską wiadomość, a Will wyczuwa coś złego."
Stranger Things,66732,tv_episode,3,1,cs,CZ,Czech,"Kapitola první: Suzie, slyšíme se?","Léto je tu a s ním i nová práce a začínající láska. Nálada se ale mění ve chvíli, kdy Dustinovo rádio zachytí vysílání v ruštině. Will cítí, že něco není v pořádku."
Stranger Things,66732,tv_episode,3,1,it,IT,Italian,"Capitolo uno: Suzie, mi ricevi?",Con l'estate arrivano nuovi lavori e sboccia l'amore. Ma l'atmosfera cambia quando la radio di Dustin capta un messaggio russo e Will percepisce che qualcosa non va.
Stranger Things,66732,tv_episode,3,1,da,DK,Danish,"Kap. 1: Suzie, kan du høre mig?","Sommeren byder på nye jobs og en spirende romance. Men stemningen skifter, da Dustins radio opsnapper en russisk udsendelse, og Will fornemmer, at noget er galt."
Stranger Things,66732,tv_episode,3,1,hu,HU,Hungarian,"Első fejezet: Suzie, hallasz?","A nyár új feladatokat és új szerelmeket hoz, de megváltozik a hangulat, amikor Dustin rádiója befog egy orosz adást. Will úgy érzi, valami nincs rendben."
Stranger Things,66732,tv_episode,3,1,uk,UA,Ukrainian,"Глава 1. Сьюзі, прийом!","Літо приносить нову роботу й нове кохання. Але настрій змінюється, коли радіо Дастіна ловить російську хвилю, а Вілл відчуває дещо недобре."
