titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,3,5,en,US,English,Chapter Five: The Flayed,"Strange surprises lurk inside an old farmhouse and deep beneath the Starcourt Mall. Meanwhile, the Mind Flayer is gathering strength."
Stranger Things,66732,tv_episode,3,5,sv,SE,Swedish,Del fem: Armén,"Underliga överraskningar lurar i ett gammalt hus och under köpcentret, samtidigt som hjärnruskaren växer i styrka."
Stranger Things,66732,tv_episode,3,5,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,3,5,de,DE,German,Kapitel fünf: Die Armee,In einem alten Bauernhaus und tief unter der Starcourt Mall lauern kuriose Überraschungen. Der Mind Flayer kommt indes so richtig in Fahrt.
Stranger Things,66732,tv_episode,3,5,fr,FR,French,Chapitre cinq : L'Armada,"De drôles de surprises se cachent dans une ancienne ferme et dans les tréfonds du centre commercial Starcourt. Pendant ce temps, le flagelleur mental reprend des forces."
Stranger Things,66732,tv_episode,3,5,es,ES,Spanish,El ejército del Azotamentes,Extrañas sorpresas acechan en una vieja casa y en las profundidades del centro comercial Starcourt. Y el Azotamentes cada vez es más fuerte.
Stranger Things,66732,tv_episode,3,5,zh,CN,Mandarin,被夺者,旧农场内和星庭商场下方藏着奇怪的意外情况。另一方面，夺心魔正在积蓄力量。
Stranger Things,66732,tv_episode,3,5,pt,BR,Portuguese,Capítulo cinco: Os devorados,Surpresas estranhas se escondem em uma antiga fazenda e nas profundezas do Starcourt Mall. O Devorador de Mentes fica mais forte.
Stranger Things,66732,tv_episode,3,5,ru,RU,Russian,Пятая глава. Армия Истязателя,"Странные неожиданности поджидают друзей в старом фермерском доме, глубоко под моллом «Старкорт». Тем временем Истязатель разума набирает силу."
Stranger Things,66732,tv_episode,3,5,pl,PL,Polish,Rozdział piąty: Złupieni,"Łupieżca umysłów stopniowo gromadzi siły. A my tymczasem dowiadujemy się, co czyha w starym domu i głęboko pod centrum handlowym Starcourt."
