titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,3,8,en,US,English,Chapter Eight: The Battle of Starcourt,"Terror reigns in the food court when the Mind Flayer comes to collect. But down below, in the dark, the future of the world is at stake."
Stranger Things,66732,tv_episode,3,8,sv,SE,Swedish,Slaget om köpcentret,"Skräckinjagande scener utspelar sig på restaurangtorget när hjärnruskaren kommer för att utkräva hämnd, och i den mörka underjorden står hela världens framtid på spel."
Stranger Things,66732,tv_episode,3,8,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,3,8,de,DE,German,Kapitel acht: Die Schlacht von Starcourt,Der Mind Flayer versetzt das Einkaufszentrum in Angst und Schrecken. Tief unten in der Finsternis steht das Schicksal der Welt auf dem Spiel.
Stranger Things,66732,tv_episode,3,8,fr,FR,French,Chapitre huit : La Bataille de Starcourt,"La terreur règne dans l'espace de restauration quand le flagelleur mental réclame son dû, tandis que dans les profondeurs obscures de Starcourt se joue l’avenir du monde."
Stranger Things,66732,tv_episode,3,8,es,ES,Spanish,La batalla de Starcourt,"El terror se apodera de la zona de restaurantes cuando aparece el Azotamentes, pero, en el subsuelo, el futuro del mundo está en juego."
Stranger Things,66732,tv_episode,3,8,zh,CN,Mandarin,星庭之战,夺心魔前来行凶，恐惧笼罩美食街。在黑暗的地下，世界的未来岌岌可危。
Stranger Things,66732,tv_episode,3,8,pt,BR,Portuguese,Capítulo oito: A batalha de Starcourt,"O Devorador de Mentes causa terror na praça de alimentação. Lá embaixo, na escuridão, o futuro da humanidade está em jogo."
Stranger Things,66732,tv_episode,3,8,ru,RU,Russian,Восьмая глава. Битва в Старкорте,"В ресторанном дворике воцаряется ужас, когда Истязатель разума приходит собирать жертв. Но внизу, во мраке, на карту поставлено будущее мира."
Stranger Things,66732,tv_episode,3,8,pl,PL,Polish,Rozdział ósmy: Bitwa o Starcourt,"Łupieżca umysłów zjawia się w centrum handlowym, by dokończyć swoje dzieło. Tymczasem w mrocznych podziemiach ważą się losy świata."
Stranger Things,66732,tv_episode,3,8,cs,CZ,Czech,Kapitola osmá: Bitva u Starcourtu,Mozkožrout řádí v restauracích v obchodním centru. Dole v temnotě je ale v sázce budoucnost celého světa.
Stranger Things,66732,tv_episode,3,8,it,IT,Italian,Capitolo otto: La battaglia di Starcourt,"Il Mind Flayer semina il terrore al centro commerciale, mentre sottoterra, nell'oscurità, si gioca il futuro del mondo."
