titulo_original,tmdb_id,tipo,season,episode,idioma,pais,nome_idioma,titulo_traduzido,sinopse_traduzida
Stranger Things,66732,tv_episode,4,5,ar,SA,Arabic,فصل 5: مشروع نينا,"تُجبَر ""إيل"" على مواجهة ماضيها حين يصطحبها ""أوينز"" إلى ""نيفادا""، ويبحث أبناء ""هوكينز"" في منزل متداعٍ عن أدلّة، ويقضي ""فيكنا"" على ضحيّة أخرى."
Stranger Things,66732,tv_episode,4,5,ar,AE,Arabic,فصل 5: مشروع نينا,"تُجبَر ""إيل"" على مواجهة ماضيها حين يصطحبها ""أوينز"" إلى ""نيفادا""، ويبحث أبناء ""هوكينز"" في منزل متداعٍ عن أدلّة، ويقضي ""فيكنا"" على ضحيّة أخرى."
Stranger Things,66732,tv_episode,4,5,bg,BG,Bulgarian,"Глава пета: Проект ""Нина""",
Stranger Things,66732,tv_episode,4,5,bs,BS,Bosnian,,
Stranger Things,66732,tv_episode,4,5,cs,CZ,Czech,Kapitola pátá: Projekt Nina,"Jedenáctka míří s Owensem do Nevady, kde musí čelit vlastní minulosti. Parta z Hawkinsu hledá stopy ve zchátralém domě a Vecna má další oběť."
Stranger Things,66732,tv_episode,4,5,da,DK,Danish,Kap. 5: Projekt Nina,"Owens følger El til Nevada, hvor hun bliver tvunget til at konfrontere sin fortid. I Hawkins leder vennerne efter spor i et nedslidt hus. Vecna kræver endnu et offer."
Stranger Things,66732,tv_episode,4,5,de,DE,German,Kapitel fünf: Das Nina-Projekt,"Owens nimmt Elfi mit nach Nevada, wo sie mit ihrer Vergangenheit konfrontiert wird. Die Hawkins-Kids durchsuchen ein Haus. Vecna fordert ein weiteres Opfer."
Stranger Things,66732,tv_episode,4,5,el,GR,Greek,Κεφάλαιο πέμπτο: Πρόγραμμα Νίνα,"Ο Όουενς πηγαίνει την Εντ στη Νεβάδα, όπου εκείνη έρχεται αντιμέτωπη με το παρελθόν της, ενώ τα παιδιά του Χόκινς ""χτενίζουν"" ένα ετοιμόρροπο σπίτι για στοιχεία."
Stranger Things,66732,tv_episode,4,5,en,US,English,Chapter Five: The Nina Project,"Owens takes El to Nevada, where she's forced to confront her past, while the Hawkins kids comb a crumbling house for clues. Vecna claims another victim."
Stranger Things,66732,tv_episode,4,5,es,ES,Spanish,El proyecto Nina,"Owens lleva a Ce a Nevada, donde se ve forzada a afrontar su pasado. Los chicos de Hawkins registran una casa derruida en busca de pistas. Vecna se cobra otra víctima."
